quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00049 momentum=-0.00088 one_tick=-0.00100
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.85, 'cash': 94.36, 'exposure': 5.49, 'exposure_pct': 0.0549, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967, 'BSB/USDT': 8.501782}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T05:01:21.621707Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0372 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0166 momentum=0.0
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0091 momentum=0.00454
quant-1  |   ONDO/USDT | source=NORMAL direction=None strength=0.0046 momentum=0.00394
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0033 momentum=0.00334
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000069 breakout=0.000000 trend_quality=0.000000 momentum=-0.001388 one_tick=-0.001388 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000069 breakout=0.000000 trend_quality=0.000000 momentum=-0.001388 one_tick=-0.001388 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.001934 breakout=0.001590 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.001934 breakout=0.001590 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0549 symbol=ETHFI/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.023202 unrealized=-0.046208
quant-1  | [PROFIT_ENGINE] selling symbol=ETHFI/USDT reason=sideways_hard_exposure_guard qty=5.77596659 mark=0.33680000 pnl=-0.046208
quant-1  | [SELL_VALIDATION_REJECT] symbol=ETHFI/USDT requested_qty=5.775966592382718 strategy=sideways_hard_exposure_guard reason=duplicate_latest_sell latest_id=871 source=profit_engine
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=359.85000000 pnl=-0.036471
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.7718 cash=94.2858 exposure=5.4860 realized=-0.1357 unrealized=-0.0925 drawdown=-0.2282% regime=SIDEWAYS
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000069 breakout=0.000000 trend_quality=0.000000 momentum=-0.001388 one_tick=-0.001388 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000069 breakout=0.000000 trend_quality=0.000000 momentum=-0.001388 one_tick=-0.001388 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.001934 breakout=0.001590 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.001934 breakout=0.001590 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0550 symbol=ETHFI/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.023202 unrealized=-0.046208
quant-1  | [PROFIT_ENGINE] selling symbol=ETHFI/USDT reason=sideways_hard_exposure_guard qty=5.77596659 mark=0.33680000 pnl=-0.046208
quant-1  | [SELL_VALIDATION_REJECT] symbol=ETHFI/USDT requested_qty=5.775966592382718 strategy=sideways_hard_exposure_guard reason=duplicate_latest_sell latest_id=871 source=profit_engine
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.53e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64253.71, 'ETH/USDT': 1802.4, 'SOL/USDT': 70.73, 'USDC/USDT': 1.00066, 'XRP/USDT': 1.1985, 'DOGE/USDT': 0.09052, 'BNB/USDT': 613.64, 'TRIA/USDT': 0.03098, 'TRX/USDT': 0.3327, 'BSB/USDT': 0.23377, 'ADA/USDT': 0.1984, 'USD1/USDT': 0.9996, 'INJ/USDT': 6.213, 'SUI/USDT': 0.8019, 'LTC/USDT': 46.4, 'HYPE/USDT': 73.05, 'BCH/USDT': 243.3, 'ZEC/USDT': 593.49, 'GOLD(PAXG)/USDT': 4474.0, 'FIL/USDT': 0.8711, 'TAO/USDT': 220.73, 'DOT/USDT': 1.067, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.872, 'BILL/USDT': 0.08792, 'NEAR/USDT': 2.63, 'BEAT/USDT': 1.30534, 'ULTIMA/USDT': 2330.68, 'MX/USDT': 1.7528, 'GUA/USDT': 0.96752, 'ONDO/USDT': 0.3946, 'ASTER/USDT': 0.668, 'EDEN/USDT': 0.04532, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3369, 'GENIUS/USDT': 0.47013, 'RAIN/USDT': 0.0142442, 'XMR/USDT': 359.98, 'UBOX/USDT': 0.002469, 'LINK/USDT': 8.199, 'DASH/USDT': 36.83, 'SHIB/USDT': 5.089e-06, 'PLAY/USDT': 0.1018, 'AVAX/USDT': 7.962, 'PENGU/USDT': 0.006957, 'WXT/USDT': 0.016518, 'ATOM/USDT': 1.828, 'IN/USDT': 0.1087, 'TTN/USDT': 0.0504, 'ATLA/USDT': 192.4338, 'PENDLE/USDT': 1.321, 'AIXDROP/USDT': 0.00022068, 'SENS/USDT': 0.0055, 'TIA/USDT': 0.3517, 'BDX/USDT': 0.07885, '9BIT/USDT': 0.04683, 'JGGL/USDT': 1.9383, 'CAKE/USDT': 1.254, 'BOB/USDT': 0.006494}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64253.71, 'ETH/USDT': 1802.4, 'SOL/USDT': 70.73, 'USDC/USDT': 1.00066, 'XRP/USDT': 1.1985, 'DOGE/USDT': 0.09052, 'BNB/USDT': 613.64, 'TRIA/USDT': 0.03098, 'TRX/USDT': 0.3327, 'BSB/USDT': 0.23377, 'ADA/USDT': 0.1984, 'USD1/USDT': 0.9996, 'INJ/USDT': 6.213, 'SUI/USDT': 0.8019, 'LTC/USDT': 46.4, 'HYPE/USDT': 73.05, 'BCH/USDT': 243.3, 'ZEC/USDT': 593.49, 'GOLD(PAXG)/USDT': 4474.0, 'FIL/USDT': 0.8711, 'TAO/USDT': 220.73, 'DOT/USDT': 1.067, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.872, 'BILL/USDT': 0.08792, 'NEAR/USDT': 2.63, 'BEAT/USDT': 1.30534, 'ULTIMA/USDT': 2330.68, 'MX/USDT': 1.7528, 'GUA/USDT': 0.96752, 'ONDO/USDT': 0.3946, 'ASTER/USDT': 0.668, 'EDEN/USDT': 0.04532, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3369, 'GENIUS/USDT': 0.47013, 'RAIN/USDT': 0.0142442, 'XMR/USDT': 359.98, 'UBOX/USDT': 0.002469, 'LINK/USDT': 8.199, 'DASH/USDT': 36.83, 'SHIB/USDT': 5.089e-06, 'PLAY/USDT': 0.1018, 'AVAX/USDT': 7.962, 'PENGU/USDT': 0.006957, 'WXT/USDT': 0.016518, 'ATOM/USDT': 1.828, 'IN/USDT': 0.1087, 'TTN/USDT': 0.0504, 'ATLA/USDT': 192.4338, 'PENDLE/USDT': 1.321, 'AIXDROP/USDT': 0.00022068, 'SENS/USDT': 0.0055, 'TIA/USDT': 0.3517, 'BDX/USDT': 0.07885, '9BIT/USDT': 0.04683, 'JGGL/USDT': 1.9383, 'CAKE/USDT': 1.254, 'BOB/USDT': 0.006494}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 1, 'top_strategy': 'evo_3698'}
quant-1  | ALLOCATOR BEST: strategy=evo_3698 score=0.9000 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.01551 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00806 momentum=0.00138 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: strict_filter trend=-0.01110 momentum=0.00425 one_tick=-0.00224
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=0.00236 momentum=-0.00004 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00005 momentum=-0.00023 one_tick=0.00114
quant-1  | ALLOCATOR SKIP ONDO/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00042 momentum=0.00152 one_tick=0.00000 signal=0.00225
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=0.00154 momentum=-0.00014 one_tick=0.00013
quant-1  | ALLOCATOR SKIP BSB/USDT: already_holding
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00068 momentum=0.00122 one_tick=0.00229
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00102 momentum=-0.00227 one_tick=-0.00076
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00070 momentum=0.00025 one_tick=-0.00013 signal=0.00100
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00270 momentum=0.00037 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00090 momentum=0.00030 one_tick=0.00048
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00450 momentum=0.00023 one_tick=0.00034
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00074 momentum=0.00018 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00010 momentum=0.00005 one_tick=0.00000 signal=0.00016
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00225 momentum=0.00012 one_tick=0.00075
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.00008 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=0.00007 momentum=-0.00088 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00002 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00002 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00120 momentum=-0.00044 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00074 momentum=-0.00044 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00138 momentum=-0.00028 one_tick=0.00014
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00155 momentum=-0.00008 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00140 momentum=-0.00066 one_tick=0.00055
quant-1  | ALLOCATOR SKIP TRIA/USDT: strict_filter trend=-0.00013 momentum=-0.00032 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00045 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00161 momentum=-0.00101 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00210 momentum=-0.00016 one_tick=0.00097
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00132 momentum=-0.00043 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00020 momentum=-0.00041 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00287 momentum=-0.00123 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00053 momentum=-0.00125 one_tick=0.00042
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00159 momentum=-0.00032 one_tick=0.00036
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00266 momentum=-0.00094 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00039 momentum=-0.00168 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00187 momentum=-0.00107 one_tick=-0.00053
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: strict_filter trend=-0.00011 momentum=-0.00012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00006
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00055 momentum=-0.00179 one_tick=-0.00120
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00027 momentum=-0.00072 one_tick=-0.00072
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: already_holding
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00130 momentum=-0.00037 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00237 momentum=-0.00081 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00158 momentum=-0.00177 one_tick=-0.00039
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00131 momentum=-0.00100 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00105 momentum=-0.00387 one_tick=-0.00387
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00150 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00013 momentum=-0.00059 one_tick=-0.00059
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00316 momentum=-0.00554 one_tick=-0.00285
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00288 momentum=-0.00114 one_tick=0.00028
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00016 momentum=-0.00019 one_tick=-0.00021
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00069 momentum=-0.00031 one_tick=-0.00036
quant-1  | ALLOCATOR SKIP CAKE/USDT: strict_filter trend=-0.00092 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00068 momentum=0.00000 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'UBOX/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0550
