quant-1  | Time: 2026-06-04T04:55:38.083422Z
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.86, 'cash': 94.36, 'exposure': 5.5, 'exposure_pct': 0.0551, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967, 'BSB/USDT': 8.501782}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T04:56:03.857580Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0258 momentum=0.00905
quant-1  |   BILL/USDT | source=NORMAL direction=None strength=0.0057 momentum=-0.0008
quant-1  |   BSB/USDT | source=NORMAL direction=None strength=0.0051 momentum=-0.00056
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0049 momentum=-0.00045
quant-1  |   ONDO/USDT | source=NORMAL direction=None strength=0.0026 momentum=0.0
quant-1  | ========================================================================
quant-1  | 
quant-1  | INFO:     172.18.0.1:54182 - "GET /status HTTP/1.1" 200 OK
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.54000000 pnl=-0.033496
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000555 breakout=0.000321 trend_quality=0.000000 momentum=0.000555 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000555 breakout=0.000321 trend_quality=0.000000 momentum=0.000555 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0551 symbol=XMR/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.021096 unrealized=-0.033496
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_hard_exposure_guard qty=0.00431100 mark=360.54000000 pnl=-0.033496
quant-1  | [SELL_VALIDATION_REJECT] symbol=XMR/USDT requested_qty=0.00431100195215211 strategy=sideways_hard_exposure_guard reason=duplicate_latest_sell latest_id=870 source=profit_engine
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.53e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64379.51, 'ETH/USDT': 1806.06, 'SOL/USDT': 70.86, 'USDC/USDT': 1.00062, 'XRP/USDT': 1.2016, 'DOGE/USDT': 0.09074, 'BNB/USDT': 614.63, 'TRIA/USDT': 0.03101, 'TRX/USDT': 0.3329, 'BSB/USDT': 0.23397, 'ADA/USDT': 0.1991, 'USD1/USDT': 0.99958, 'INJ/USDT': 6.238, 'SUI/USDT': 0.8051, 'LTC/USDT': 46.53, 'HYPE/USDT': 73.29, 'BCH/USDT': 245.2, 'ZEC/USDT': 596.59, 'GOLD(PAXG)/USDT': 4473.07, 'FIL/USDT': 0.8775, 'TAO/USDT': 221.78, 'DOT/USDT': 1.074, 'TON/USDT': 1.784, 'TRUMP/USDT': 1.88, 'BILL/USDT': 0.08777, 'NEAR/USDT': 2.6409, 'BEAT/USDT': 1.32506, 'ULTIMA/USDT': 2330.73, 'MX/USDT': 1.7527, 'GUA/USDT': 0.96256, 'ONDO/USDT': 0.39483, 'ASTER/USDT': 0.6691, 'EDEN/USDT': 0.04553, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3388, 'GENIUS/USDT': 0.46881, 'RAIN/USDT': 0.014274, 'XMR/USDT': 360.4, 'UBOX/USDT': 0.002199, 'LINK/USDT': 8.221, 'DASH/USDT': 37.09, 'SHIB/USDT': 5.106e-06, 'PLAY/USDT': 0.10351, 'AVAX/USDT': 7.985, 'PENGU/USDT': 0.007, 'WXT/USDT': 0.016536, 'ATOM/USDT': 1.833, 'IN/USDT': 0.10919, 'TTN/USDT': 0.05046, 'ATLA/USDT': 192.1072, 'PENDLE/USDT': 1.323, 'AIXDROP/USDT': 0.00022253, 'SENS/USDT': 0.00538, 'TIA/USDT': 0.354, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.046851, 'JGGL/USDT': 1.9432, 'CAKE/USDT': 1.257, 'BOB/USDT': 0.0065}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64379.51, 'ETH/USDT': 1806.06, 'SOL/USDT': 70.86, 'USDC/USDT': 1.00062, 'XRP/USDT': 1.2016, 'DOGE/USDT': 0.09074, 'BNB/USDT': 614.63, 'TRIA/USDT': 0.03101, 'TRX/USDT': 0.3329, 'BSB/USDT': 0.23397, 'ADA/USDT': 0.1991, 'USD1/USDT': 0.99958, 'INJ/USDT': 6.238, 'SUI/USDT': 0.8051, 'LTC/USDT': 46.53, 'HYPE/USDT': 73.29, 'BCH/USDT': 245.2, 'ZEC/USDT': 596.59, 'GOLD(PAXG)/USDT': 4473.07, 'FIL/USDT': 0.8775, 'TAO/USDT': 221.78, 'DOT/USDT': 1.074, 'TON/USDT': 1.784, 'TRUMP/USDT': 1.88, 'BILL/USDT': 0.08777, 'NEAR/USDT': 2.6409, 'BEAT/USDT': 1.32506, 'ULTIMA/USDT': 2330.73, 'MX/USDT': 1.7527, 'GUA/USDT': 0.96256, 'ONDO/USDT': 0.39483, 'ASTER/USDT': 0.6691, 'EDEN/USDT': 0.04553, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3388, 'GENIUS/USDT': 0.46881, 'RAIN/USDT': 0.014274, 'XMR/USDT': 360.4, 'UBOX/USDT': 0.002199, 'LINK/USDT': 8.221, 'DASH/USDT': 37.09, 'SHIB/USDT': 5.106e-06, 'PLAY/USDT': 0.10351, 'AVAX/USDT': 7.985, 'PENGU/USDT': 0.007, 'WXT/USDT': 0.016536, 'ATOM/USDT': 1.833, 'IN/USDT': 0.10919, 'TTN/USDT': 0.05046, 'ATLA/USDT': 192.1072, 'PENDLE/USDT': 1.323, 'AIXDROP/USDT': 0.00022253, 'SENS/USDT': 0.00538, 'TIA/USDT': 0.354, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.046851, 'JGGL/USDT': 1.9432, 'CAKE/USDT': 1.257, 'BOB/USDT': 0.0065}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 1, 'top_strategy': 'evo_3698'}
quant-1  | ALLOCATOR BEST: strategy=evo_3698 score=0.9000 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=False one_tick_ok=False trend=0.00957 momentum=0.01430 one_tick=0.00000 signal=0.02387
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00389 momentum=0.00407 one_tick=-0.00222
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00203 momentum=-0.00080 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: already_holding
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00247 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.01212 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00066 momentum=0.00086 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=0.00059 momentum=-0.00088 one_tick=-0.00076
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00131 momentum=0.00063 one_tick=-0.00027
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00331 momentum=0.00061 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00115 momentum=-0.00056 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP JGGL/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00053 momentum=0.00005 one_tick=0.00000 signal=0.00058
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=0.00058 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00027 momentum=0.00056 one_tick=0.00032
quant-1  | ALLOCATOR SKIP ZEC/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00005 momentum=0.00050 one_tick=0.00000 signal=0.00055
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=0.00034 momentum=-0.00177 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00048 momentum=-0.00046 one_tick=-0.00052
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00155 momentum=0.00028 one_tick=-0.00085
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00037 momentum=0.00021 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00005 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: strict_filter trend=-0.00013 momentum=0.00010 one_tick=0.00000
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.54000000 pnl=-0.033496
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00095 momentum=-0.00156 one_tick=-0.00117
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00002 momentum=0.00003 one_tick=0.00000 signal=0.00005
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=0.00001 momentum=-0.00042 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00007 momentum=-0.00113 one_tick=-0.00127
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00001 momentum=0.00000 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00090 momentum=-0.00058 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00114 momentum=-0.00099 one_tick=-0.00110
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00004 momentum=-0.00055 one_tick=-0.00059
quant-1  | ALLOCATOR SKIP TRIA/USDT: strict_filter trend=-0.00365 momentum=0.00000 one_tick=0.00032
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00053 momentum=0.00000 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00107 momentum=-0.00128 one_tick=-0.00192
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00089 momentum=-0.00285 one_tick=-0.00211
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00037 momentum=-0.00064 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00144 momentum=-0.00150 one_tick=-0.00095
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00187 momentum=-0.00122 one_tick=-0.00122
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00140 momentum=-0.00193 one_tick=-0.00171
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00064 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00109 momentum=-0.00053 one_tick=-0.00159
quant-1  | ALLOCATOR SKIP BEAT/USDT: strict_filter trend=-0.00764 momentum=-0.00890 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00010 momentum=-0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.01478 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00702 momentum=-0.00045 one_tick=-0.00119
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00132 momentum=-0.00044 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00418 momentum=-0.00215 one_tick=-0.00215
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: already_holding
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00041 momentum=-0.00146 one_tick=-0.00109
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00068 momentum=-0.00075 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00098 momentum=-0.00055 one_tick=-0.00055
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00071 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00066 momentum=-0.00256 one_tick=-0.00256
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00147 momentum=0.00000 one_tick=-0.00076
quant-1  | ALLOCATOR SKIP CAKE/USDT: strict_filter trend=-0.00040 momentum=-0.00079 one_tick=-0.00079
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00025 momentum=-0.00046 one_tick=-0.00046
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0551
