quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00280 momentum=0.00023 one_tick=0.00000 signal=0.00303
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.89, 'cash': 96.36, 'exposure': 3.53, 'exposure_pct': 0.0353, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967}, 'orders': 0, 'rejected': [{'symbol': 'BILL/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T04:43:41.645721Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0395 momentum=0.03826
quant-1  |   BILL/USDT | source=NORMAL direction=None strength=0.0067 momentum=0.00356
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0037 momentum=0.00372
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0035 momentum=0.00071
quant-1  |   TON/USDT | source=NORMAL direction=None strength=0.0034 momentum=0.00338
quant-1  | Rejected sample: [{'symbol': 'BILL/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=473.4
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.8881 cash=96.3604 exposure=3.5277 realized=-0.0603 unrealized=-0.0516 drawdown=-0.1119% regime=SIDEWAYS
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=473.6
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | INFO:     172.18.0.1:53876 - "GET /status HTTP/1.1" 200 OK
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=473.7
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | INFO:     172.18.0.1:53876 - "GET /status HTTP/1.1" 200 OK
quant-1  | MARKET DATA WARNING: ccxt fetch_tickers failed: mexc GET https://api.mexc.com/api/v3/ticker/24hr
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=473.8
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA WARNING: ccxt ticker failed BTC/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=BTCUSDT
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.0
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.8881 cash=96.3604 exposure=3.5277 realized=-0.0603 unrealized=-0.0516 drawdown=-0.1119% regime=SIDEWAYS
quant-1  | MARKET DATA WARNING: ccxt ticker failed ETH/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=ETHUSDT
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.1
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA WARNING: ccxt ticker failed SOL/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=SOLUSDT
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.2
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA WARNING: ccxt ticker failed USDC/USDT: mexc GET https://api.mexc.com/api/v3/ticker/24hr?symbol=USDCUSDT
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.4
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.5
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.8881 cash=96.3604 exposure=3.5277 realized=-0.0603 unrealized=-0.0516 drawdown=-0.1119% regime=SIDEWAYS
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.6
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | INFO:     172.18.0.1:51086 - "GET /status HTTP/1.1" 200 OK
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.8
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000138 breakout=0.000013 trend_quality=0.000000 momentum=0.000138 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.5042% unreal=-0.023883 peak=0.006521 age_min=474.9
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=362.77000000 pnl=-0.023883
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.99e-09
quant-1  | MARKET TICK DATA RAW: {'XRP/USDT': 1.206, 'DOGE/USDT': 0.0911, 'BNB/USDT': 617.17, 'TRIA/USDT': 0.0312, 'TRX/USDT': 0.3329, 'BSB/USDT': 0.2326, 'ADA/USDT': 0.1996, 'USD1/USDT': 0.9995, 'INJ/USDT': 6.267, 'SUI/USDT': 0.8103, 'LTC/USDT': 46.63, 'HYPE/USDT': 73.89, 'BCH/USDT': 247.1, 'ZEC/USDT': 599.6, 'GOLD(PAXG)/USDT': 4476.51, 'FIL/USDT': 0.8859, 'TAO/USDT': 222.98, 'DOT/USDT': 1.075, 'TON/USDT': 1.788, 'TRUMP/USDT': 1.889, 'BILL/USDT': 0.08709, 'NEAR/USDT': 2.6601, 'BEAT/USDT': 1.35049, 'ULTIMA/USDT': 2331.89, 'MX/USDT': 1.7546, 'GUA/USDT': 0.98394, 'ONDO/USDT': 0.39345, 'ASTER/USDT': 0.6799, 'EDEN/USDT': 0.04577, 'EUR/USDT': 1.1618, 'ETHFI/USDT': 0.341, 'GENIUS/USDT': 0.47739, 'RAIN/USDT': 0.0142892, 'XMR/USDT': 362.95, 'UBOX/USDT': 0.002258, 'LINK/USDT': 8.248, 'DASH/USDT': 37.08, 'SHIB/USDT': 5.127e-06, 'PLAY/USDT': 0.09872, 'AVAX/USDT': 8.014, 'PENGU/USDT': 0.007013, 'WXT/USDT': 0.016568, 'ATOM/USDT': 1.837, 'IN/USDT': 0.10986, 'TTN/USDT': 0.05043, 'ATLA/USDT': 193.4424, 'PENDLE/USDT': 1.331, 'AIXDROP/USDT': 0.00022296, 'SENS/USDT': 0.00539, 'TIA/USDT': 0.3556, 'BDX/USDT': 0.07875, '9BIT/USDT': 0.046901, 'JGGL/USDT': 1.9433, 'CAKE/USDT': 1.26, 'BOB/USDT': 0.006502}
quant-1  | MARKET TICK DATA VALIDATED: {'XRP/USDT': 1.206, 'DOGE/USDT': 0.0911, 'BNB/USDT': 617.17, 'TRIA/USDT': 0.0312, 'TRX/USDT': 0.3329, 'BSB/USDT': 0.2326, 'ADA/USDT': 0.1996, 'USD1/USDT': 0.9995, 'INJ/USDT': 6.267, 'SUI/USDT': 0.8103, 'LTC/USDT': 46.63, 'HYPE/USDT': 73.89, 'BCH/USDT': 247.1, 'ZEC/USDT': 599.6, 'GOLD(PAXG)/USDT': 4476.51, 'FIL/USDT': 0.8859, 'TAO/USDT': 222.98, 'DOT/USDT': 1.075, 'TON/USDT': 1.788, 'TRUMP/USDT': 1.889, 'BILL/USDT': 0.08709, 'NEAR/USDT': 2.6601, 'BEAT/USDT': 1.35049, 'ULTIMA/USDT': 2331.89, 'MX/USDT': 1.7546, 'GUA/USDT': 0.98394, 'ONDO/USDT': 0.39345, 'ASTER/USDT': 0.6799, 'EDEN/USDT': 0.04577, 'EUR/USDT': 1.1618, 'ETHFI/USDT': 0.341, 'GENIUS/USDT': 0.47739, 'RAIN/USDT': 0.0142892, 'XMR/USDT': 362.95, 'UBOX/USDT': 0.002258, 'LINK/USDT': 8.248, 'DASH/USDT': 37.08, 'SHIB/USDT': 5.127e-06, 'PLAY/USDT': 0.09872, 'AVAX/USDT': 8.014, 'PENGU/USDT': 0.007013, 'WXT/USDT': 0.016568, 'ATOM/USDT': 1.837, 'IN/USDT': 0.10986, 'TTN/USDT': 0.05043, 'ATLA/USDT': 193.4424, 'PENDLE/USDT': 1.331, 'AIXDROP/USDT': 0.00022296, 'SENS/USDT': 0.00539, 'TIA/USDT': 0.3556, 'BDX/USDT': 0.07875, '9BIT/USDT': 0.046901, 'JGGL/USDT': 1.9433, 'CAKE/USDT': 1.26, 'BOB/USDT': 0.006502}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 17, 'top_strategy': 'evo_9438'}
quant-1  | ALLOCATOR BEST: strategy=evo_9438 score=0.9000 matches=17 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'BSB/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0353
