quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:05:31.998746Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0127 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0113 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0071 momentum=-0.00043
quant-1  |   IN/USDT | source=NORMAL direction=None strength=0.0058 momentum=0.00575
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0041 momentum=0.00407
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000137 one_tick=0.000339 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000137 one_tick=0.000339 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000637 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000637 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000804 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000804 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000137 one_tick=-0.000206 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000137 one_tick=-0.000206 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0649 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.004006 unrealized=-0.005008
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24300000 pnl=-0.005008
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63872.57, 'ETH/USDT': 1783.12, 'SOL/USDT': 70.13, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1845, 'DOGE/USDT': 0.08948, 'BNB/USDT': 604.24, 'TRIA/USDT': 0.03138, 'TRX/USDT': 0.3323, 'BSB/USDT': 0.23182, 'ADA/USDT': 0.1971, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.222, 'SUI/USDT': 0.797, 'LTC/USDT': 46.52, 'HYPE/USDT': 69.35, 'BCH/USDT': 243.8, 'ZEC/USDT': 577.28, 'GOLD(PAXG)/USDT': 4463.96, 'FIL/USDT': 0.8657, 'TAO/USDT': 218.93, 'DOT/USDT': 1.058, 'TON/USDT': 1.771, 'TRUMP/USDT': 1.841, 'BILL/USDT': 0.08484, 'NEAR/USDT': 2.452, 'BEAT/USDT': 1.3856, 'ULTIMA/USDT': 2330.98, 'MX/USDT': 1.7519, 'GUA/USDT': 0.922, 'ONDO/USDT': 0.38467, 'ASTER/USDT': 0.6606, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.336, 'GENIUS/USDT': 0.46835, 'RAIN/USDT': 0.0140202, 'XMR/USDT': 356.72, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.146, 'DASH/USDT': 35.84, 'SHIB/USDT': 5.037e-06, 'PLAY/USDT': 0.10062, 'AVAX/USDT': 7.891, 'PENGU/USDT': 0.00685, 'WXT/USDT': 0.016423, 'ATOM/USDT': 1.813, 'IN/USDT': 0.10139, 'TTN/USDT': 0.05033, 'ATLA/USDT': 182.855, 'PENDLE/USDT': 1.333, 'AIXDROP/USDT': 0.00022089, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3491, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.046907, 'JGGL/USDT': 1.9186, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006419}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63872.57, 'ETH/USDT': 1783.12, 'SOL/USDT': 70.13, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1845, 'DOGE/USDT': 0.08948, 'BNB/USDT': 604.24, 'TRIA/USDT': 0.03138, 'TRX/USDT': 0.3323, 'BSB/USDT': 0.23182, 'ADA/USDT': 0.1971, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.222, 'SUI/USDT': 0.797, 'LTC/USDT': 46.52, 'HYPE/USDT': 69.35, 'BCH/USDT': 243.8, 'ZEC/USDT': 577.28, 'GOLD(PAXG)/USDT': 4463.96, 'FIL/USDT': 0.8657, 'TAO/USDT': 218.93, 'DOT/USDT': 1.058, 'TON/USDT': 1.771, 'TRUMP/USDT': 1.841, 'BILL/USDT': 0.08484, 'NEAR/USDT': 2.452, 'BEAT/USDT': 1.3856, 'ULTIMA/USDT': 2330.98, 'MX/USDT': 1.7519, 'GUA/USDT': 0.922, 'ONDO/USDT': 0.38467, 'ASTER/USDT': 0.6606, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.336, 'GENIUS/USDT': 0.46835, 'RAIN/USDT': 0.0140202, 'XMR/USDT': 356.72, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.146, 'DASH/USDT': 35.84, 'SHIB/USDT': 5.037e-06, 'PLAY/USDT': 0.10062, 'AVAX/USDT': 7.891, 'PENGU/USDT': 0.00685, 'WXT/USDT': 0.016423, 'ATOM/USDT': 1.813, 'IN/USDT': 0.10139, 'TTN/USDT': 0.05033, 'ATLA/USDT': 182.855, 'PENDLE/USDT': 1.333, 'AIXDROP/USDT': 0.00022089, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3491, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.046907, 'JGGL/USDT': 1.9186, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006419}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.5715, 'top_matches': 1, 'top_strategy': 'evo_4597'}
quant-1  | ALLOCATOR BEST: strategy=evo_4597 score=0.5715 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.01144 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.01001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00645 momentum=0.00692 one_tick=0.00095
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.00670 momentum=-0.00043 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00833 momentum=0.00575 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00840 momentum=0.00438 one_tick=0.00512
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00379 momentum=0.00252 one_tick=0.00112
quant-1  | ALLOCATOR SKIP BOB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00065 momentum=0.00140 one_tick=0.00000 signal=0.00206
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00167 momentum=0.00178 one_tick=0.00178
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00354 momentum=0.00172 one_tick=0.00057
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00027 momentum=0.00164 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00217 momentum=0.00163 one_tick=0.00163
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00254 momentum=0.00159 one_tick=0.00043
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00289 momentum=0.00152 one_tick=0.00102
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00556 momentum=0.00150 one_tick=0.00075
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=0.00133 momentum=-0.00470 one_tick=-0.00470
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00159 momentum=0.00129 one_tick=0.00043
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00152 momentum=0.00110 one_tick=0.00055
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00220 momentum=0.00086 one_tick=0.00057
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00241 momentum=0.00078 one_tick=0.00089
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00279 momentum=0.00075 one_tick=0.00050
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00328 momentum=0.00073 one_tick=0.00102
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00012 momentum=0.00060 one_tick=0.00030
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00138 momentum=0.00060 one_tick=0.00020
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00357 momentum=0.00056 one_tick=0.00056
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00218 momentum=0.00047 one_tick=0.00000
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00482 momentum=0.00046 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00214 momentum=0.00042 one_tick=0.00047
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00499 momentum=0.00037 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00036 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00581 momentum=0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00017 momentum=-0.00018 one_tick=-0.00077
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00334 momentum=0.00016 one_tick=0.00032
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00013 momentum=0.00013 one_tick=0.00015
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00127 momentum=0.00012 one_tick=-0.00018
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00006 momentum=0.00002 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00147 momentum=-0.00018 one_tick=-0.00027
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00234 momentum=-0.00006 one_tick=-0.00016
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00230 momentum=-0.00025 one_tick=0.00017
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00164 momentum=-0.00185 one_tick=-0.00185
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00243 momentum=-0.00173 one_tick=-0.00086
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00311 momentum=-0.00094 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00522 momentum=0.00000 one_tick=0.00148
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00291 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00119 momentum=-0.00075 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00105 momentum=-0.00020 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00222 momentum=-0.00061 one_tick=0.00049
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00178 momentum=-0.00020 one_tick=0.00020
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00291 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00313 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00032 momentum=-0.00079 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00061 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0524
