quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00022 momentum=0.00140 one_tick=0.00063
quant-1  | ORDERS: [{'symbol': 'XMR/USDT', 'side': 'buy', 'quantity': 0.0034870262493024557, 'expected_price': 358.4, 'fill_price': 358.4, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.005500165092245268, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0012038270795380335, 'long_trend': 0.0015366195769628277, 'volatility': 0.0012111631356532461, 'momentum': 0.003528028224225821, 'one_tick_momentum': 0.0, 'signal_strength': 0.005500165092245268, 'price': 358.4, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.005147362269822686, 'breakout_score': 0.004844571485909374, 'trend_quality': 0.005147362269822686, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.026874016591793927, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0647 limit=0.0450 blocked=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.52, 'exposure': 6.46, 'exposure_pct': 0.0646, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:16:08.166777Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0839 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0154 momentum=1e-05
quant-1  |   NEAR/USDT | source=NORMAL direction=None strength=0.0064 momentum=0.00527
quant-1  |   XMR/USDT | source=NORMAL direction=None strength=0.0055 momentum=0.00353
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0053 momentum=0.0
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000511 breakout=0.000360 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000638 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000511 breakout=0.000360 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000638 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001288 breakout=0.001114 trend_quality=0.000000 momentum=-0.001606 one_tick=-0.000804 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001288 breakout=0.001114 trend_quality=0.000000 momentum=-0.001606 one_tick=-0.000804 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000017 breakout=0.000000 trend_quality=0.000000 momentum=0.000017 one_tick=0.000009 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000017 breakout=0.000000 trend_quality=0.000000 momentum=0.000017 one_tick=0.000009 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=default_sideways signal=0.002142 breakout=0.001735 trend_quality=0.000000 momentum=-0.003294 one_tick=0.000086 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=default_sideways signal=0.002142 breakout=0.001735 trend_quality=0.000000 momentum=-0.003294 one_tick=0.000086 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0646 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.008973 unrealized=-0.017879
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=580.95000000 pnl=-0.017879
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9800 cash=99.9800 exposure=0.0000 realized=-0.0200 unrealized=0.0000 drawdown=-0.0200% regime=SIDEWAYS
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63754.69, 'ETH/USDT': 1782.4, 'SOL/USDT': 69.93, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1806, 'DOGE/USDT': 0.08948, 'BNB/USDT': 602.82, 'TRIA/USDT': 0.03133, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23058, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.248, 'SUI/USDT': 0.7961, 'LTC/USDT': 46.42, 'HYPE/USDT': 68.91, 'BCH/USDT': 243.7, 'ZEC/USDT': 580.95, 'GOLD(PAXG)/USDT': 4458.32, 'FIL/USDT': 0.8634, 'TAO/USDT': 219.0, 'DOT/USDT': 1.055, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.835, 'BILL/USDT': 0.08468, 'NEAR/USDT': 2.4393, 'BEAT/USDT': 1.40244, 'ULTIMA/USDT': 2328.95, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97, 'ONDO/USDT': 0.38473, 'ASTER/USDT': 0.6618, 'EDEN/USDT': 0.04496, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3356, 'GENIUS/USDT': 0.46954, 'RAIN/USDT': 0.0139771, 'XMR/USDT': 358.4, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.143, 'DASH/USDT': 35.64, 'SHIB/USDT': 5.039e-06, 'PLAY/USDT': 0.09939, 'AVAX/USDT': 7.874, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016404, 'ATOM/USDT': 1.804, 'IN/USDT': 0.10097, 'TTN/USDT': 0.05015, 'ATLA/USDT': 182.9869, 'PENDLE/USDT': 1.334, 'AIXDROP/USDT': 0.00022091, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3474, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046896, 'JGGL/USDT': 1.9169, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006401}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63754.69, 'ETH/USDT': 1782.4, 'SOL/USDT': 69.93, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1806, 'DOGE/USDT': 0.08948, 'BNB/USDT': 602.82, 'TRIA/USDT': 0.03133, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23058, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.248, 'SUI/USDT': 0.7961, 'LTC/USDT': 46.42, 'HYPE/USDT': 68.91, 'BCH/USDT': 243.7, 'ZEC/USDT': 580.95, 'GOLD(PAXG)/USDT': 4458.32, 'FIL/USDT': 0.8634, 'TAO/USDT': 219.0, 'DOT/USDT': 1.055, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.835, 'BILL/USDT': 0.08468, 'NEAR/USDT': 2.4393, 'BEAT/USDT': 1.40244, 'ULTIMA/USDT': 2328.95, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97, 'ONDO/USDT': 0.38473, 'ASTER/USDT': 0.6618, 'EDEN/USDT': 0.04496, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3356, 'GENIUS/USDT': 0.46954, 'RAIN/USDT': 0.0139771, 'XMR/USDT': 358.4, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.143, 'DASH/USDT': 35.64, 'SHIB/USDT': 5.039e-06, 'PLAY/USDT': 0.09939, 'AVAX/USDT': 7.874, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016404, 'ATOM/USDT': 1.804, 'IN/USDT': 0.10097, 'TTN/USDT': 0.05015, 'ATLA/USDT': 182.9869, 'PENDLE/USDT': 1.334, 'AIXDROP/USDT': 0.00022091, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3474, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046896, 'JGGL/USDT': 1.9169, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006401}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6392, 'top_matches': 3, 'top_strategy': 'evo_6637'}
quant-1  | ALLOCATOR BEST: strategy=evo_6637 score=0.6392 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.03872 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.01081 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP BOB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00070 momentum=0.00329 one_tick=0.00000 signal=0.00399
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00247 momentum=0.00016 one_tick=-0.00080 signal=0.00279
quant-1  | ALLOCATOR SKIP SHIB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00117 momentum=0.00159 one_tick=0.00000 signal=0.00276
quant-1  | ALLOCATOR SKIP XMR/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00122 momentum=0.00073 one_tick=0.00000 signal=0.00275
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00189 momentum=0.00041 one_tick=-0.00168
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00206 momentum=-0.00149 one_tick=-0.00119
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00203 momentum=-0.00226 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=0.00201 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00152 momentum=0.00037 one_tick=0.00037 signal=0.00189
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00248 momentum=0.00177 one_tick=0.00213
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00065 momentum=0.00170 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=0.00156 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=0.00144 momentum=-0.00144 one_tick=-0.00144
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00142 momentum=-0.00089 one_tick=-0.00033
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00139 momentum=-0.00047 one_tick=-0.00063
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00137 momentum=-0.00284 one_tick=-0.00284
quant-1  | ALLOCATOR SKIP ONDO/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00003 momentum=0.00125 one_tick=0.00000 signal=0.00128
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=0.00125 momentum=-0.00218 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=0.00123 momentum=-0.00165 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=0.00114 momentum=-0.00121 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=0.00112 momentum=-0.00089 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=0.00105 momentum=-0.00123 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00175 momentum=-0.00187 one_tick=-0.00230
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=0.00101 momentum=-0.00200 one_tick=-0.00100
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=0.00100 momentum=-0.00081 one_tick=-0.00116
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00093 momentum=0.00004 one_tick=0.00000 signal=0.00098
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00324 momentum=-0.01133 one_tick=-0.01162
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00322 momentum=0.00022 one_tick=0.00022
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=0.00076 momentum=-0.00152 one_tick=-0.00102
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=0.00076 momentum=-0.00194 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=0.00064 momentum=-0.00146 one_tick=-0.00146
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=0.00064 momentum=-0.00086 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=0.00059 momentum=-0.00055 one_tick=-0.00049
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00037 momentum=0.00043 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00002 momentum=0.00030 one_tick=0.00000 signal=0.00032
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=0.00029 momentum=-0.00063 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=0.00025 momentum=-0.00114 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=0.00017 momentum=-0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00002 momentum=0.00011 one_tick=-0.00011 signal=0.00013
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00006 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00013 momentum=0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00001 momentum=0.00005 one_tick=-0.00014 signal=0.00006
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00002 momentum=-0.00015 one_tick=0.00001
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00009 momentum=-0.00104 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00018 momentum=-0.00196 one_tick=-0.00196
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00149 momentum=-0.00040 one_tick=-0.00040
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00176 momentum=-0.00355 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00140 momentum=-0.00020 one_tick=-0.00020
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00116 momentum=-0.00299 one_tick=-0.00075
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=XMR/USDT strategy=evo_allocator_rescue score=0.012321 signal=0.002755 breakout=0.002379 trend=0.001223 momentum=0.000726 one_tick=0.000000 value=1.2498 confidence=0.808
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
