quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00173 momentum=-0.00302 one_tick=-0.00076
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9371 cash=93.4892 exposure=6.4478 realized=-0.0200 unrealized=-0.0430 drawdown=-0.0629% regime=SIDEWAYS
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000805 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=-0.000805 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000002 breakout=0.000000 trend_quality=0.000000 momentum=-0.000056 one_tick=-0.000026 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000002 breakout=0.000000 trend_quality=0.000000 momentum=-0.000056 one_tick=-0.000026 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0645 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.013681 unrealized=-0.027261
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=578.19000000 pnl=-0.027261
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63721.8, 'ETH/USDT': 1780.65, 'SOL/USDT': 69.92, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1807, 'DOGE/USDT': 0.08951, 'BNB/USDT': 602.36, 'TRIA/USDT': 0.03119, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23111, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.229, 'SUI/USDT': 0.7939, 'LTC/USDT': 46.41, 'HYPE/USDT': 69.27, 'BCH/USDT': 243.7, 'ZEC/USDT': 578.19, 'GOLD(PAXG)/USDT': 4457.3, 'FIL/USDT': 0.8643, 'TAO/USDT': 218.32, 'DOT/USDT': 1.058, 'TON/USDT': 1.767, 'TRUMP/USDT': 1.831, 'BILL/USDT': 0.08465, 'NEAR/USDT': 2.4314, 'BEAT/USDT': 1.40756, 'ULTIMA/USDT': 2328.85, 'MX/USDT': 1.7514, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.3837, 'ASTER/USDT': 0.6607, 'EDEN/USDT': 0.04484, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46818, 'RAIN/USDT': 0.014002, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.127, 'DASH/USDT': 35.62, 'SHIB/USDT': 5.035e-06, 'PLAY/USDT': 0.09944, 'AVAX/USDT': 7.863, 'PENGU/USDT': 0.006827, 'WXT/USDT': 0.016395, 'ATOM/USDT': 1.802, 'IN/USDT': 0.10098, 'TTN/USDT': 0.05009, 'ATLA/USDT': 181.9609, 'PENDLE/USDT': 1.33, 'AIXDROP/USDT': 0.00022093, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3467, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046922, 'JGGL/USDT': 1.9153, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006385}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63721.8, 'ETH/USDT': 1780.65, 'SOL/USDT': 69.92, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1807, 'DOGE/USDT': 0.08951, 'BNB/USDT': 602.36, 'TRIA/USDT': 0.03119, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23111, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.229, 'SUI/USDT': 0.7939, 'LTC/USDT': 46.41, 'HYPE/USDT': 69.27, 'BCH/USDT': 243.7, 'ZEC/USDT': 578.19, 'GOLD(PAXG)/USDT': 4457.3, 'FIL/USDT': 0.8643, 'TAO/USDT': 218.32, 'DOT/USDT': 1.058, 'TON/USDT': 1.767, 'TRUMP/USDT': 1.831, 'BILL/USDT': 0.08465, 'NEAR/USDT': 2.4314, 'BEAT/USDT': 1.40756, 'ULTIMA/USDT': 2328.85, 'MX/USDT': 1.7514, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.3837, 'ASTER/USDT': 0.6607, 'EDEN/USDT': 0.04484, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46818, 'RAIN/USDT': 0.014002, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.127, 'DASH/USDT': 35.62, 'SHIB/USDT': 5.035e-06, 'PLAY/USDT': 0.09944, 'AVAX/USDT': 7.863, 'PENGU/USDT': 0.006827, 'WXT/USDT': 0.016395, 'ATOM/USDT': 1.802, 'IN/USDT': 0.10098, 'TTN/USDT': 0.05009, 'ATLA/USDT': 181.9609, 'PENDLE/USDT': 1.33, 'AIXDROP/USDT': 0.00022093, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3467, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046922, 'JGGL/USDT': 1.9153, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006385}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6075, 'top_matches': 3, 'top_strategy': 'evo_6637'}
quant-1  | ALLOCATOR BEST: strategy=evo_6637 score=0.6075 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.02549 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00356 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00647 momentum=0.00246 one_tick=0.00246
quant-1  | ALLOCATOR SKIP DOT/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00114 momentum=0.00095 one_tick=0.00000 signal=0.00208
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00112 momentum=0.00069 one_tick=0.00000 signal=0.00182
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00740 momentum=0.00167 one_tick=0.00138
quant-1  | ALLOCATOR SKIP RAIN/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00140 momentum=0.00010 one_tick=0.00000 signal=0.00150
quant-1  | ALLOCATOR SKIP SHIB/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00042 momentum=0.00099 one_tick=0.00040 signal=0.00141
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00144 momentum=0.00141 one_tick=0.00111
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00043 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP DOGE/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00011 momentum=0.00089 one_tick=0.00034 signal=0.00104
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00069 momentum=0.00102 one_tick=0.00102
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=0.00074 momentum=-0.00250 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00063 momentum=-0.00275 one_tick=0.00066
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00068 momentum=0.00060 one_tick=0.00047
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00162 momentum=0.00059 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00128 momentum=0.00058 one_tick=0.00029
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00038 momentum=0.00015 one_tick=-0.00002 signal=0.00053
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00017 momentum=0.00044 one_tick=0.00044
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00033 momentum=0.00043 one_tick=-0.00018
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=0.00025 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00046 momentum=0.00034 one_tick=0.00008
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00031 momentum=-0.00032 one_tick=-0.00064
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00004 momentum=0.00027 one_tick=0.00000 signal=0.00031
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00098 momentum=0.00030 one_tick=0.00030
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00046 momentum=0.00029 one_tick=-0.00014
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00087 momentum=0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00078 momentum=0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00017 momentum=-0.00010 one_tick=-0.00037
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00015 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00006 momentum=0.00013 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00013 momentum=-0.00062 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00039 momentum=-0.00015 one_tick=-0.00091
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00009 momentum=-0.00052 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00067 momentum=-0.00000 one_tick=0.00016
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00012 momentum=-0.00022 one_tick=0.00065
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00106 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00000 momentum=-0.00057 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00139 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00038 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00009 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00055 momentum=-0.00130 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00281 momentum=-0.00134 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00050 momentum=-0.00068 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00026 momentum=-0.00012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00128 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00080 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00139 momentum=-0.00120 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00303 momentum=-0.00150 one_tick=-0.00075
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'FIL/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=DOT/USDT strategy=evo_allocator_rescue score=0.009920 signal=0.002082 breakout=0.001723 trend=0.001136 momentum=0.000946 one_tick=0.000000 value=1.2498 confidence=0.779
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
