quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00254 momentum=-0.00058 one_tick=0.00000
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['ULTIMA/USDT']
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=1
quant-1  | [OPPORTUNITY_MODE] resized symbol=ULTIMA/USDT strategy=evo_allocator_rescue tier=HIGH_EVO old_value=1.2499 new_value=1.9998 target_pct=0.0200 confidence=0.950
quant-1  | [EXECUTION_STAGE] can_buy symbol=ULTIMA/USDT approved=True reason=approved qty=0.0008558071481247619 price=2336.78 tier=HIGH_EVO value=1.9998330275949814
quant-1  | [EXECUTION_STAGE] apply_buy symbol=ULTIMA/USDT applied=True
quant-1  | [EXECUTION_STAGE] final_applied_fills=1
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=ULTIMA/USDT side=buy qty=0.0008558071481247619 error=ArgumentError('List argument must consist only of tuples or dictionaries') source=main_loop
quant-1  | Bot loop error: List argument must consist only of tuples or dictionaries
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.003865 breakout=0.003501 trend_quality=0.000000 momentum=-0.000637 one_tick=-0.002225 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001646 breakout=0.001363 trend_quality=0.000000 momentum=-0.001603 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=-0.1603% unreal=-0.002003 peak=0.002003 age_min=0.0
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.7e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64022.77, 'ETH/USDT': 1789.33, 'SOL/USDT': 70.46, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1893, 'DOGE/USDT': 0.08982, 'BNB/USDT': 605.31, 'TRIA/USDT': 0.0314, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23285, 'ADA/USDT': 0.1977, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.241, 'SUI/USDT': 0.7997, 'LTC/USDT': 46.61, 'HYPE/USDT': 69.67, 'BCH/USDT': 243.0, 'ZEC/USDT': 585.53, 'GOLD(PAXG)/USDT': 4462.55, 'FIL/USDT': 0.8741, 'TAO/USDT': 220.79, 'DOT/USDT': 1.065, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.847, 'BILL/USDT': 0.08544, 'NEAR/USDT': 2.4642, 'BEAT/USDT': 1.38438, 'ULTIMA/USDT': 2332.02, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91375, 'ONDO/USDT': 0.38793, 'ASTER/USDT': 0.6657, 'EDEN/USDT': 0.04512, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3399, 'GENIUS/USDT': 0.46918, 'RAIN/USDT': 0.014059, 'XMR/USDT': 357.75, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.181, 'DASH/USDT': 36.05, 'SHIB/USDT': 5.052e-06, 'PLAY/USDT': 0.10093, 'AVAX/USDT': 7.935, 'PENGU/USDT': 0.006888, 'WXT/USDT': 0.016472, 'ATOM/USDT': 1.818, 'IN/USDT': 0.10489, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.6452, 'PENDLE/USDT': 1.345, 'AIXDROP/USDT': 0.00022081, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3512, 'BDX/USDT': 0.07883, '9BIT/USDT': 0.046913, 'JGGL/USDT': 1.9239, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006414}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64022.77, 'ETH/USDT': 1789.33, 'SOL/USDT': 70.46, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1893, 'DOGE/USDT': 0.08982, 'BNB/USDT': 605.31, 'TRIA/USDT': 0.0314, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23285, 'ADA/USDT': 0.1977, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.241, 'SUI/USDT': 0.7997, 'LTC/USDT': 46.61, 'HYPE/USDT': 69.67, 'BCH/USDT': 243.0, 'ZEC/USDT': 585.53, 'GOLD(PAXG)/USDT': 4462.55, 'FIL/USDT': 0.8741, 'TAO/USDT': 220.79, 'DOT/USDT': 1.065, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.847, 'BILL/USDT': 0.08544, 'NEAR/USDT': 2.4642, 'BEAT/USDT': 1.38438, 'ULTIMA/USDT': 2332.02, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91375, 'ONDO/USDT': 0.38793, 'ASTER/USDT': 0.6657, 'EDEN/USDT': 0.04512, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3399, 'GENIUS/USDT': 0.46918, 'RAIN/USDT': 0.014059, 'XMR/USDT': 357.75, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.181, 'DASH/USDT': 36.05, 'SHIB/USDT': 5.052e-06, 'PLAY/USDT': 0.10093, 'AVAX/USDT': 7.935, 'PENGU/USDT': 0.006888, 'WXT/USDT': 0.016472, 'ATOM/USDT': 1.818, 'IN/USDT': 0.10489, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.6452, 'PENDLE/USDT': 1.345, 'AIXDROP/USDT': 0.00022081, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3512, 'BDX/USDT': 0.07883, '9BIT/USDT': 0.046913, 'JGGL/USDT': 1.9239, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006414}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 2, 'top_strategy': 'evo_1429'}
quant-1  | ALLOCATOR BEST: strategy=evo_1429 score=0.9000 matches=2 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.04470 momentum=0.11628 one_tick=0.00000 signal=0.16097
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP TRIA/USDT: already_holding
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00594 momentum=0.00364 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: strict_filter trend=0.00304 momentum=-0.00017 one_tick=-0.00204
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00173 momentum=-0.00158 one_tick=0.00132
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00162 momentum=-0.00012 one_tick=0.00094
quant-1  | ALLOCATOR SKIP CAKE/USDT: already_holding
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00078 momentum=0.00103 one_tick=0.00021
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00089 momentum=0.00094 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00057 momentum=0.00002 one_tick=-0.00013 signal=0.00059
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00028 momentum=0.00016 one_tick=-0.00010 signal=0.00044
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00005 momentum=0.00009 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00005 momentum=-0.00011 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00004 momentum=-0.00004 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00132 momentum=-0.00339 one_tick=-0.00019
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00109 momentum=-0.00315 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00161 momentum=-0.00382 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00001 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00119 momentum=-0.00252 one_tick=-0.00042
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00289 momentum=-0.00145 one_tick=-0.00078
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00019 momentum=-0.00254 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00207 momentum=-0.00150 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00160 momentum=-0.00445 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00189 momentum=-0.00303 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00344 momentum=-0.00668 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00130 momentum=-0.00112 one_tick=-0.00062
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00090 momentum=-0.00129 one_tick=-0.00021
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00545 momentum=-0.00854 one_tick=-0.00072
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00201 momentum=-0.00287 one_tick=0.00041
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00793 momentum=-0.00510 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00172 momentum=-0.00114 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00223 momentum=-0.00185 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00240 momentum=-0.00168 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00200 momentum=-0.00108 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00656 momentum=-0.01589 one_tick=-0.00637
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00369 momentum=-0.00581 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00068 momentum=-0.00389 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00152 momentum=-0.00022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00326 momentum=-0.00585 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00210 momentum=-0.00198 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00129 momentum=-0.00195 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00658 momentum=-0.00056 one_tick=-0.00008
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00247 momentum=-0.00220 one_tick=0.00086
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00408 momentum=-0.00194 one_tick=-0.00139
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00130 momentum=-0.00276 one_tick=-0.00079
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00073 momentum=-0.00493 one_tick=0.00149
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00138 momentum=-0.00164 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00305 momentum=-0.00362 one_tick=-0.00102
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00154 momentum=-0.00109 one_tick=-0.00018
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00176 momentum=-0.00055 one_tick=0.00055
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00365 momentum=-0.00766 one_tick=-0.00389
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00036 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00800 momentum=-0.00683 one_tick=0.00129
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00085 momentum=-0.00148 one_tick=-0.00074
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.003705 breakout=0.003424 trend_quality=0.000000 momentum=-0.001590 one_tick=0.000319 regime=SYMBOL_NEUTRAL
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00183 momentum=-0.00256 one_tick=-0.00142
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=0.1592% unreal=0.001994 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001325 breakout=0.001056 trend_quality=0.000000 momentum=-0.003200 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=-0.1603% unreal=-0.002003 peak=0.002003 age_min=0.0
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00218 momentum=-0.00127 one_tick=0.00025
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00164 momentum=-0.00171 one_tick=-0.00047
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00074 momentum=-0.00047 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BEAT/USDT strategy=evo_allocator_rescue score=0.021215 signal=0.004417 breakout=0.003520 trend=0.001759 momentum=0.002658 one_tick=0.000000 value=1.2499 confidence=0.915
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
