quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00017 momentum=0.00146 one_tick=0.00146
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.97, 'cash': 93.52, 'exposure': 6.46, 'exposure_pct': 0.0646, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:13:37.583637Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.2051 momentum=0.16583
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0308 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0066 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0037 momentum=-0.00231
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0028 momentum=0.00086
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000039 breakout=0.000000 trend_quality=0.000000 momentum=0.000039 one_tick=-0.000009 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000039 breakout=0.000000 trend_quality=0.000000 momentum=0.000039 one_tick=-0.000009 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=default_sideways signal=0.002848 breakout=0.002059 trend_quality=0.000000 momentum=0.000861 one_tick=-0.000120 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=default_sideways signal=0.002848 breakout=0.002059 trend_quality=0.000000 momentum=0.000861 one_tick=-0.000120 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0646 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.008990 unrealized=-0.017913
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=580.94000000 pnl=-0.017913
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9800 cash=99.9800 exposure=0.0000 realized=-0.0200 unrealized=0.0000 drawdown=-0.0200% regime=SIDEWAYS
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63763.36, 'ETH/USDT': 1779.91, 'SOL/USDT': 69.87, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1806, 'DOGE/USDT': 0.08936, 'BNB/USDT': 602.03, 'TRIA/USDT': 0.03132, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23074, 'ADA/USDT': 0.1963, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.216, 'SUI/USDT': 0.794, 'LTC/USDT': 46.39, 'HYPE/USDT': 69.58, 'BCH/USDT': 243.5, 'ZEC/USDT': 579.5, 'GOLD(PAXG)/USDT': 4457.23, 'FIL/USDT': 0.8616, 'TAO/USDT': 218.35, 'DOT/USDT': 1.055, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.831, 'BILL/USDT': 0.08479, 'NEAR/USDT': 2.426, 'BEAT/USDT': 1.39731, 'ULTIMA/USDT': 2328.93, 'MX/USDT': 1.7519, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.38385, 'ASTER/USDT': 0.6605, 'EDEN/USDT': 0.04501, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46729, 'RAIN/USDT': 0.013982, 'XMR/USDT': 358.23, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.121, 'DASH/USDT': 35.64, 'SHIB/USDT': 5.026e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.859, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016388, 'ATOM/USDT': 1.803, 'IN/USDT': 0.10116, 'TTN/USDT': 0.05026, 'ATLA/USDT': 183.3812, 'PENDLE/USDT': 1.338, 'AIXDROP/USDT': 0.00022093, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3469, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.04689, 'JGGL/USDT': 1.914, 'CAKE/USDT': 1.241, 'BOB/USDT': 0.006387}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63763.36, 'ETH/USDT': 1779.91, 'SOL/USDT': 69.87, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1806, 'DOGE/USDT': 0.08936, 'BNB/USDT': 602.03, 'TRIA/USDT': 0.03132, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23074, 'ADA/USDT': 0.1963, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.216, 'SUI/USDT': 0.794, 'LTC/USDT': 46.39, 'HYPE/USDT': 69.58, 'BCH/USDT': 243.5, 'ZEC/USDT': 579.5, 'GOLD(PAXG)/USDT': 4457.23, 'FIL/USDT': 0.8616, 'TAO/USDT': 218.35, 'DOT/USDT': 1.055, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.831, 'BILL/USDT': 0.08479, 'NEAR/USDT': 2.426, 'BEAT/USDT': 1.39731, 'ULTIMA/USDT': 2328.93, 'MX/USDT': 1.7519, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.38385, 'ASTER/USDT': 0.6605, 'EDEN/USDT': 0.04501, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46729, 'RAIN/USDT': 0.013982, 'XMR/USDT': 358.23, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.121, 'DASH/USDT': 35.64, 'SHIB/USDT': 5.026e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.859, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016388, 'ATOM/USDT': 1.803, 'IN/USDT': 0.10116, 'TTN/USDT': 0.05026, 'ATLA/USDT': 183.3812, 'PENDLE/USDT': 1.338, 'AIXDROP/USDT': 0.00022093, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3469, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.04689, 'JGGL/USDT': 1.914, 'CAKE/USDT': 1.241, 'BOB/USDT': 0.006387}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 1, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.9000 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.04195 momentum=0.16583 one_tick=0.00000 signal=0.22996
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.01320 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00061 momentum=0.00266 one_tick=0.00266 signal=0.00371
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00230 momentum=-0.00310 one_tick=-0.00310
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00125 momentum=-0.00458 one_tick=-0.00258
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00140 momentum=0.00161 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00042 momentum=-0.00272 one_tick=-0.00172
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00239 momentum=0.00075 one_tick=0.00150
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00147 momentum=0.00095 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00122 momentum=0.00094 one_tick=0.00010
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00113 momentum=0.00092 one_tick=0.00015
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00570 momentum=0.00089 one_tick=0.00089
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00115 momentum=0.00041 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00082 momentum=-0.00099 one_tick=0.00005
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00130 momentum=0.00061 one_tick=0.00015
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00095 momentum=0.00057 one_tick=0.00022
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00036 momentum=0.00017 one_tick=0.00000 signal=0.00054
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00182 momentum=0.00044 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00146 momentum=0.00040 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00099 momentum=0.00034 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00205 momentum=0.00032 one_tick=-0.00048
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00282 momentum=-0.00473 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00048 momentum=0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00244 momentum=0.00029 one_tick=0.00087
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00080 momentum=0.00022 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=0.00017 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00280 momentum=-0.00094 one_tick=0.00154
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00029 momentum=0.00016 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00160 momentum=0.00015 one_tick=0.00015
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00132 momentum=0.00013 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00006 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00003 momentum=0.00000 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=0.00003 momentum=-0.00025 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00006
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00098 momentum=-0.00043 one_tick=-0.00072
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00069 momentum=-0.00085 one_tick=0.00002
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00140 momentum=-0.00102 one_tick=-0.00102
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00001 momentum=0.00000 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00128 momentum=0.00000 one_tick=0.00022
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00013 momentum=-0.00031 one_tick=-0.00026
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00189 momentum=-0.00116 one_tick=-0.00046
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00210 momentum=-0.00023 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00093 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00229 momentum=-0.00055 one_tick=-0.00164
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00458 momentum=-0.00296 one_tick=-0.00008
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00207 momentum=-0.00143 one_tick=-0.00101
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00030 momentum=-0.00037 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00229 momentum=-0.00168 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00148 momentum=0.00000 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00058 momentum=-0.00012 one_tick=-0.00037
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00158 momentum=-0.00111 one_tick=-0.00055
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00003 momentum=-0.00015 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | INFO:     172.18.0.1:36652 - "GET /status HTTP/1.1" 200 OK
quant-1  | [QUALITY_RANK] top-1: XMR/USDT(qs=0.0108,sig=0.0037)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.010756, 0.0037142774563259096)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=XMR/USDT strategy=evo_allocator_rescue score=0.021909 signal=0.003714 breakout=0.003899 trend=0.000610 momentum=0.002659 one_tick=0.002659 value=1.2498 confidence=0.923
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
