quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00084 momentum=0.00041 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'GUA/USDT', 'side': 'buy', 'quantity': 1.3146022933210626, 'expected_price': 0.95075, 'fill_price': 0.95075, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.04413359244657289, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.01664789748186557, 'long_trend': 0.004195406063839613, 'volatility': 0.004767515072941941, 'momentum': 0.025387991932787513, 'one_tick_momentum': 0.0, 'signal_strength': 0.04413359244657289, 'price': 0.95075, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.04159479325329414, 'breakout_score': 0.04040291448505866, 'trend_quality': 0.04159479325329414, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.2199655599092811, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['GUA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0649 limit=0.0450 blocked=['GUA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:07:31.072298Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0533 momentum=0.01958
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0441 momentum=0.02539
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0303 momentum=0.01593
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0066 momentum=0.00655
quant-1  |   IN/USDT | source=NORMAL direction=None strength=0.0045 momentum=0.00317
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003021 breakout=0.002715 trend_quality=0.000000 momentum=-0.000194 one_tick=-0.001718 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003021 breakout=0.002715 trend_quality=0.000000 momentum=-0.000194 one_tick=-0.001718 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000589 breakout=0.000493 trend_quality=0.000000 momentum=-0.000069 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000589 breakout=0.000493 trend_quality=0.000000 momentum=-0.000069 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0649 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.004006 unrealized=-0.005008
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24300000 pnl=-0.005008
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63808.66, 'ETH/USDT': 1779.44, 'SOL/USDT': 69.92, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1822, 'DOGE/USDT': 0.08937, 'BNB/USDT': 603.17, 'TRIA/USDT': 0.03135, 'TRX/USDT': 0.332, 'BSB/USDT': 0.2319, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.223, 'SUI/USDT': 0.7931, 'LTC/USDT': 46.44, 'HYPE/USDT': 69.38, 'BCH/USDT': 243.2, 'ZEC/USDT': 577.76, 'GOLD(PAXG)/USDT': 4461.96, 'FIL/USDT': 0.8627, 'TAO/USDT': 218.73, 'DOT/USDT': 1.057, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.834, 'BILL/USDT': 0.08491, 'NEAR/USDT': 2.4502, 'BEAT/USDT': 1.38302, 'ULTIMA/USDT': 2330.72, 'MX/USDT': 1.7516, 'GUA/USDT': 0.95075, 'ONDO/USDT': 0.38389, 'ASTER/USDT': 0.6598, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3354, 'GENIUS/USDT': 0.4684, 'RAIN/USDT': 0.013987, 'XMR/USDT': 355.46, 'UBOX/USDT': 0.002447, 'LINK/USDT': 8.12, 'DASH/USDT': 35.79, 'SHIB/USDT': 5.029e-06, 'PLAY/USDT': 0.09987, 'AVAX/USDT': 7.88, 'PENGU/USDT': 0.006825, 'WXT/USDT': 0.016394, 'ATOM/USDT': 1.809, 'IN/USDT': 0.10151, 'TTN/USDT': 0.05026, 'ATLA/USDT': 182.6179, 'PENDLE/USDT': 1.333, 'AIXDROP/USDT': 0.0002209, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3482, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.046907, 'JGGL/USDT': 1.9135, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006398}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63808.66, 'ETH/USDT': 1779.44, 'SOL/USDT': 69.92, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1822, 'DOGE/USDT': 0.08937, 'BNB/USDT': 603.17, 'TRIA/USDT': 0.03135, 'TRX/USDT': 0.332, 'BSB/USDT': 0.2319, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.223, 'SUI/USDT': 0.7931, 'LTC/USDT': 46.44, 'HYPE/USDT': 69.38, 'BCH/USDT': 243.2, 'ZEC/USDT': 577.76, 'GOLD(PAXG)/USDT': 4461.96, 'FIL/USDT': 0.8627, 'TAO/USDT': 218.73, 'DOT/USDT': 1.057, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.834, 'BILL/USDT': 0.08491, 'NEAR/USDT': 2.4502, 'BEAT/USDT': 1.38302, 'ULTIMA/USDT': 2330.72, 'MX/USDT': 1.7516, 'GUA/USDT': 0.95075, 'ONDO/USDT': 0.38389, 'ASTER/USDT': 0.6598, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3354, 'GENIUS/USDT': 0.4684, 'RAIN/USDT': 0.013987, 'XMR/USDT': 355.46, 'UBOX/USDT': 0.002447, 'LINK/USDT': 8.12, 'DASH/USDT': 35.79, 'SHIB/USDT': 5.029e-06, 'PLAY/USDT': 0.09987, 'AVAX/USDT': 7.88, 'PENGU/USDT': 0.006825, 'WXT/USDT': 0.016394, 'ATOM/USDT': 1.809, 'IN/USDT': 0.10151, 'TTN/USDT': 0.05026, 'ATLA/USDT': 182.6179, 'PENDLE/USDT': 1.333, 'AIXDROP/USDT': 0.0002209, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3482, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.046907, 'JGGL/USDT': 1.9135, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006398}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8758, 'top_matches': 3, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.8758 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.01177 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.01939 momentum=0.00585 one_tick=0.00000 signal=0.02828
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00953 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00140 momentum=0.00347 one_tick=0.00050 signal=0.00487
quant-1  | ALLOCATOR SKIP IN/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00208 momentum=0.00267 one_tick=0.00188 signal=0.00474
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=False one_tick_ok=False trend=0.00081 momentum=0.00177 one_tick=0.00000 signal=0.00258
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00265 momentum=0.00157 one_tick=0.00361
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00036 momentum=-0.00253 one_tick=-0.00014
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00138 momentum=0.00057 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=0.00049 momentum=-0.00022 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00108 momentum=0.00032 one_tick=0.00145
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00077 momentum=0.00028 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00020 momentum=0.00007 one_tick=0.00007
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00006 momentum=0.00009 one_tick=0.00011
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00272 momentum=0.00014 one_tick=0.00011
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00190 momentum=0.00011 one_tick=0.00011
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00007 momentum=-0.00011 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=0.00002 momentum=-0.00072 one_tick=-0.00029
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00002 momentum=0.00000 one_tick=0.00001
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00001
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00103 momentum=-0.00056 one_tick=0.00013
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00158 momentum=-0.00152 one_tick=0.00011
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00171 momentum=-0.00100 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00158 momentum=-0.00093 one_tick=0.00025
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00087 momentum=-0.00056 one_tick=0.00056
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00103 momentum=-0.00078 one_tick=0.00023
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00044 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00099 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00102 momentum=-0.00102 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00278 momentum=-0.00239 one_tick=-0.00063
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00088 momentum=-0.00065 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00066 momentum=-0.00082 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00299 momentum=-0.00116 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00159 momentum=-0.00032 one_tick=0.00050
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00175 momentum=0.00000 one_tick=0.00095
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00177 momentum=-0.00163 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00120 momentum=-0.00159 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00151 momentum=-0.00091 one_tick=-0.00010
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00123 momentum=-0.00045 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00009
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00214 momentum=-0.00119 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00212 momentum=-0.00059 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00188 momentum=-0.00123 one_tick=-0.00123
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00129 momentum=-0.00079 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00428 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00162 momentum=-0.00038 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00235 momentum=-0.00176 one_tick=-0.00044
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00102 momentum=-0.00079 one_tick=-0.00037
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00130 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00090 momentum=-0.00119 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00028 momentum=-0.00044 one_tick=-0.00029
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00064 momentum=-0.00150 one_tick=0.00075
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00112 momentum=-0.00172 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00022 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00166 momentum=-0.00130 one_tick=0.00010
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0525
