quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00040 momentum=0.00012 one_tick=-0.00010
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64020.34, 'ETH/USDT': 1788.57, 'SOL/USDT': 70.36, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1892, 'DOGE/USDT': 0.08982, 'BNB/USDT': 605.37, 'TRIA/USDT': 0.03154, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23285, 'ADA/USDT': 0.198, 'USD1/USDT': 0.99975, 'INJ/USDT': 6.26, 'SUI/USDT': 0.8001, 'LTC/USDT': 46.56, 'HYPE/USDT': 69.85, 'BCH/USDT': 244.1, 'ZEC/USDT': 584.65, 'GOLD(PAXG)/USDT': 4461.0, 'FIL/USDT': 0.8724, 'TAO/USDT': 220.8, 'DOT/USDT': 1.065, 'TON/USDT': 1.779, 'TRUMP/USDT': 1.847, 'BILL/USDT': 0.08514, 'NEAR/USDT': 2.4663, 'BEAT/USDT': 1.38347, 'ULTIMA/USDT': 2331.94, 'MX/USDT': 1.7518, 'GUA/USDT': 0.90618, 'ONDO/USDT': 0.38811, 'ASTER/USDT': 0.6642, 'EDEN/USDT': 0.04498, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3388, 'GENIUS/USDT': 0.46847, 'RAIN/USDT': 0.0140549, 'XMR/USDT': 357.05, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.183, 'DASH/USDT': 36.01, 'SHIB/USDT': 5.049e-06, 'PLAY/USDT': 0.10109, 'AVAX/USDT': 7.938, 'PENGU/USDT': 0.006871, 'WXT/USDT': 0.016457, 'ATOM/USDT': 1.816, 'IN/USDT': 0.10301, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.75, 'PENDLE/USDT': 1.345, 'AIXDROP/USDT': 0.00022076, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3505, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046909, 'JGGL/USDT': 1.9231, 'CAKE/USDT': 1.247, 'BOB/USDT': 0.00642}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.615, 'top_matches': 1, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.6150 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.00401 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=0.00284 momentum=-0.00123 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=0.00162 momentum=-0.00453 one_tick=-0.00296
quant-1  | ALLOCATOR SKIP DOT/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00042 momentum=0.00094 one_tick=0.00000 signal=0.00136
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=0.00121 momentum=-0.00096 one_tick=-0.00080
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00108 momentum=-0.00074 one_tick=-0.00148
quant-1  | ALLOCATOR SKIP BOB/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00056 momentum=0.00047 one_tick=0.00047 signal=0.00103
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00055 momentum=0.00071 one_tick=0.00043
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=0.00070 momentum=-0.00090 one_tick=-0.00090
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00069 momentum=-0.00189 one_tick=-0.00107
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00060 momentum=-0.00116 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00069 momentum=0.00057 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00016 momentum=0.00054 one_tick=0.00054
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00053 momentum=-0.00374 one_tick=-0.00152
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=0.00051 momentum=-0.00049 one_tick=-0.00073
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=0.00051 momentum=0.00000 one_tick=0.00051
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00001 momentum=0.00050 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00044 momentum=-0.00032 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=0.00042 momentum=-0.00062 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=0.00020 momentum=-0.00168 one_tick=-0.00168
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=0.00017 momentum=-0.00110 one_tick=-0.00110
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00016 momentum=-0.00099 one_tick=-0.00158
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00043 momentum=0.00013 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: already_holding
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=0.00011 momentum=-0.00111 one_tick=-0.00111
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00005 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00003 momentum=-0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00003 momentum=-0.00030 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00017 momentum=-0.00051 one_tick=-0.00046
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00037 momentum=-0.00070 one_tick=-0.00067
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00079 momentum=-0.00071 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00026 momentum=-0.00025 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00008 momentum=-0.00011 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00028 momentum=-0.00008 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00001 momentum=-0.00193 one_tick=-0.00129
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00133 momentum=-0.00128 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00009 momentum=-0.00004 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=0.00000 momentum=-0.00183 one_tick=-0.00240
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00219 momentum=-0.00073 one_tick=-0.00016
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00333 momentum=-0.00756 one_tick=-0.00756
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00094 momentum=-0.00060 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00090 momentum=-0.00044 one_tick=-0.00155
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00119 momentum=-0.00206 one_tick=-0.00206
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00056 momentum=-0.00158 one_tick=-0.00158
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00024 momentum=-0.00003 one_tick=-0.00014
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00121 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00042 momentum=-0.00319 one_tick=-0.00305
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00034 momentum=-0.00043 one_tick=-0.00036
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00929 momentum=-0.00579 one_tick=-0.00116
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00025 momentum=-0.00040 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00073 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00024 momentum=-0.00199 one_tick=-0.00228
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00003 momentum=-0.00006 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00012 momentum=-0.00104 one_tick=-0.00068
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=TRIA/USDT strategy=evo_allocator_rescue score=0.018270 signal=0.003799 breakout=0.003492 trend=0.002847 momentum=0.000952 one_tick=0.000000 value=1.2499 confidence=0.879
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
