quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00969 momentum=0.00000 one_tick=0.00000
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=574.26000000 pnl=-0.040620
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63615.89, 'ETH/USDT': 1777.57, 'SOL/USDT': 69.56, 'USDC/USDT': 1.00061, 'XRP/USDT': 1.1743, 'DOGE/USDT': 0.08904, 'BNB/USDT': 601.29, 'TRIA/USDT': 0.0312, 'TRX/USDT': 0.3318, 'BSB/USDT': 0.23078, 'ADA/USDT': 0.1957, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.167, 'SUI/USDT': 0.7899, 'LTC/USDT': 46.21, 'HYPE/USDT': 68.76, 'BCH/USDT': 242.9, 'ZEC/USDT': 572.34, 'GOLD(PAXG)/USDT': 4460.01, 'FIL/USDT': 0.857, 'TAO/USDT': 216.73, 'DOT/USDT': 1.05, 'TON/USDT': 1.74, 'TRUMP/USDT': 1.817, 'BILL/USDT': 0.08479, 'NEAR/USDT': 2.4241, 'BEAT/USDT': 1.41455, 'ULTIMA/USDT': 2336.67, 'MX/USDT': 1.7516, 'GUA/USDT': 0.96179, 'ONDO/USDT': 0.38133, 'ASTER/USDT': 0.6581, 'EDEN/USDT': 0.04414, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3309, 'GENIUS/USDT': 0.46792, 'RAIN/USDT': 0.0139551, 'XMR/USDT': 360.9, 'UBOX/USDT': 0.002779, 'LINK/USDT': 8.073, 'DASH/USDT': 35.49, 'SHIB/USDT': 5.013e-06, 'PLAY/USDT': 0.09555, 'AVAX/USDT': 7.831, 'PENGU/USDT': 0.006772, 'WXT/USDT': 0.016334, 'ATOM/USDT': 1.794, 'IN/USDT': 0.09945, 'TTN/USDT': 0.05001, 'ATLA/USDT': 180.8815, 'PENDLE/USDT': 1.327, 'AIXDROP/USDT': 0.00022104, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3439, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.047074, 'JGGL/USDT': 1.9105, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.006365}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63615.89, 'ETH/USDT': 1777.57, 'SOL/USDT': 69.56, 'USDC/USDT': 1.00061, 'XRP/USDT': 1.1743, 'DOGE/USDT': 0.08904, 'BNB/USDT': 601.29, 'TRIA/USDT': 0.0312, 'TRX/USDT': 0.3318, 'BSB/USDT': 0.23078, 'ADA/USDT': 0.1957, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.167, 'SUI/USDT': 0.7899, 'LTC/USDT': 46.21, 'HYPE/USDT': 68.76, 'BCH/USDT': 242.9, 'ZEC/USDT': 572.34, 'GOLD(PAXG)/USDT': 4460.01, 'FIL/USDT': 0.857, 'TAO/USDT': 216.73, 'DOT/USDT': 1.05, 'TON/USDT': 1.74, 'TRUMP/USDT': 1.817, 'BILL/USDT': 0.08479, 'NEAR/USDT': 2.4241, 'BEAT/USDT': 1.41455, 'ULTIMA/USDT': 2336.67, 'MX/USDT': 1.7516, 'GUA/USDT': 0.96179, 'ONDO/USDT': 0.38133, 'ASTER/USDT': 0.6581, 'EDEN/USDT': 0.04414, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3309, 'GENIUS/USDT': 0.46792, 'RAIN/USDT': 0.0139551, 'XMR/USDT': 360.9, 'UBOX/USDT': 0.002779, 'LINK/USDT': 8.073, 'DASH/USDT': 35.49, 'SHIB/USDT': 5.013e-06, 'PLAY/USDT': 0.09555, 'AVAX/USDT': 7.831, 'PENGU/USDT': 0.006772, 'WXT/USDT': 0.016334, 'ATOM/USDT': 1.794, 'IN/USDT': 0.09945, 'TTN/USDT': 0.05001, 'ATLA/USDT': 180.8815, 'PENDLE/USDT': 1.327, 'AIXDROP/USDT': 0.00022104, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3439, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.047074, 'JGGL/USDT': 1.9105, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.006365}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6898, 'top_matches': 1, 'top_strategy': 'evo_4002_m'}
quant-1  | ALLOCATOR BEST: strategy=evo_4002_m score=0.6898 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.00538 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00304 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00832 momentum=0.00956 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00538 momentum=-0.00320 one_tick=-0.00111
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00069 momentum=0.00300 one_tick=0.00000 signal=0.00369
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00107 momentum=0.00055 one_tick=0.00023 signal=0.00235
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00048 momentum=0.00198 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00178 momentum=-0.00054 one_tick=-0.00063
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00146 momentum=0.00026 one_tick=0.00026 signal=0.00172
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00206 momentum=0.00142 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00038 momentum=0.00058 one_tick=0.00150 signal=0.00096
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=True trend=0.00004 momentum=0.00075 one_tick=0.00227 signal=0.00079
quant-1  | ALLOCATOR SKIP BNB/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00043 momentum=0.00028 one_tick=0.00098 signal=0.00071
quant-1  | ALLOCATOR SKIP ETH/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00019 momentum=0.00046 one_tick=0.00133 signal=0.00064
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00001 momentum=0.00038 one_tick=0.00025 signal=0.00039
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00220 momentum=0.00035 one_tick=0.00023
quant-1  | ALLOCATOR SKIP TTN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00013 momentum=0.00020 one_tick=0.00000 signal=0.00033
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00003 momentum=0.00029 one_tick=0.00001
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=0.00028 momentum=-0.00550 one_tick=-0.00550
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00066 momentum=0.00026 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00089 momentum=0.00025 one_tick=0.00127
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00025 momentum=0.00000 one_tick=-0.00100
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00024 momentum=0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00017 momentum=-0.00010 one_tick=0.00052
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00006 momentum=-0.00006 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00002 one_tick=0.00002
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00000 momentum=0.00001 one_tick=0.00003
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00055 momentum=-0.00115 one_tick=0.00043
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00141 momentum=-0.00009 one_tick=0.00102
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00038 momentum=-0.00056 one_tick=0.00090
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00026 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00084 momentum=0.00000 one_tick=0.00102
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00199 momentum=-0.00162 one_tick=0.00032
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00065 momentum=-0.00130 one_tick=0.00043
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00070 momentum=-0.00041 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00127 momentum=-0.00124 one_tick=0.00055
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00071 momentum=-0.00095 one_tick=0.00095
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00183 momentum=-0.00458 one_tick=-0.00172
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00036 momentum=-0.00055 one_tick=0.00110
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00097 momentum=-0.00024 one_tick=0.00213
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00133 momentum=-0.00325 one_tick=0.00078
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00032 momentum=-0.00389 one_tick=-0.00233
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00044 momentum=0.00000 one_tick=-0.00046
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00147 momentum=-0.00271 one_tick=-0.00384
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00235 momentum=-0.00211 one_tick=0.00060
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00069 momentum=-0.00087 one_tick=0.00050
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00859 momentum=-0.00136 one_tick=0.00547
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00048 momentum=-0.00015 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00039 momentum=-0.00104 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00033 momentum=-0.00111 one_tick=0.00056
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00275 momentum=-0.00040 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00079 momentum=-0.00521 one_tick=-0.00203
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00118 momentum=-0.00058 one_tick=0.00116
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-1: 9BIT/USDT(qs=0.0057,sig=0.0023)
quant-1  | ENTRY QUALITY TOP 10: [('9BIT/USDT', 0.005684, 0.0023482244756679593)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BEAT/USDT strategy=evo_allocator_rescue score=0.030535 signal=0.006794 breakout=0.005684 trend=0.002464 momentum=0.002438 one_tick=0.000000 value=1.2498 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
