quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00177 momentum=-0.00141 one_tick=0.00028
quant-1  | ORDERS: [{'symbol': 'XMR/USDT', 'side': 'buy', 'quantity': 0.011974630767115751, 'expected_price': 361.25, 'fill_price': 361.46675, 'slippage_bps': 6, 'strategy': 'evo_4002_m', 'confidence': 0.726623926270278, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0644 limit=0.0450 blocked=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.95, 'cash': 93.52, 'exposure': 6.43, 'exposure_pct': 0.0644, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:22:13.922088Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0245 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0191 momentum=0.0
quant-1  |   XMR/USDT | source=NORMAL direction=None strength=0.0098 momentum=0.00459
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0067 momentum=-0.00046
quant-1  |   ULTIMA/USDT | source=NORMAL direction=None strength=0.0065 momentum=0.00535
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000644 breakout=0.000530 trend_quality=0.000000 momentum=0.000644 one_tick=0.000322 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000644 breakout=0.000530 trend_quality=0.000000 momentum=0.000644 one_tick=0.000322 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.002429 breakout=0.001966 trend_quality=0.000000 momentum=0.002429 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.002429 breakout=0.001966 trend_quality=0.000000 momentum=0.002429 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.006491 breakout=0.005554 trend_quality=0.005956 momentum=0.005350 one_tick=0.000000 regime=SYMBOL_BREAKOUT_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.006491 breakout=0.005554 trend_quality=0.005956 momentum=0.005350 one_tick=0.000000 regime=SYMBOL_BREAKOUT_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0644 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.019345 unrealized=-0.038546
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=574.87000000 pnl=-0.038546
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9608 cash=95.4819 exposure=4.4790 realized=-0.0200 unrealized=-0.0192 drawdown=-0.0392% regime=SIDEWAYS
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63566.85, 'ETH/USDT': 1776.16, 'SOL/USDT': 69.64, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1744, 'DOGE/USDT': 0.08906, 'BNB/USDT': 601.01, 'TRIA/USDT': 0.03118, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23095, 'ADA/USDT': 0.1957, 'USD1/USDT': 0.99966, 'INJ/USDT': 6.174, 'SUI/USDT': 0.7895, 'LTC/USDT': 46.26, 'HYPE/USDT': 69.03, 'BCH/USDT': 243.1, 'ZEC/USDT': 574.47, 'GOLD(PAXG)/USDT': 4459.62, 'FIL/USDT': 0.8569, 'TAO/USDT': 217.0, 'DOT/USDT': 1.05, 'TON/USDT': 1.747, 'TRUMP/USDT': 1.819, 'BILL/USDT': 0.08481, 'NEAR/USDT': 2.4361, 'BEAT/USDT': 1.41111, 'ULTIMA/USDT': 2337.33, 'MX/USDT': 1.7518, 'GUA/USDT': 0.96, 'ONDO/USDT': 0.38282, 'ASTER/USDT': 0.6581, 'EDEN/USDT': 0.04429, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3316, 'GENIUS/USDT': 0.46652, 'RAIN/USDT': 0.0139511, 'XMR/USDT': 361.56, 'UBOX/USDT': 0.00275, 'LINK/USDT': 8.077, 'DASH/USDT': 35.42, 'SHIB/USDT': 5.012e-06, 'PLAY/USDT': 0.09529, 'AVAX/USDT': 7.829, 'PENGU/USDT': 0.00676, 'WXT/USDT': 0.016351, 'ATOM/USDT': 1.796, 'IN/USDT': 0.09949, 'TTN/USDT': 0.05001, 'ATLA/USDT': 181.3817, 'PENDLE/USDT': 1.325, 'AIXDROP/USDT': 0.00022113, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3439, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.047051, 'JGGL/USDT': 1.91, 'CAKE/USDT': 1.238, 'BOB/USDT': 0.006365}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63566.85, 'ETH/USDT': 1776.16, 'SOL/USDT': 69.64, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1744, 'DOGE/USDT': 0.08906, 'BNB/USDT': 601.01, 'TRIA/USDT': 0.03118, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23095, 'ADA/USDT': 0.1957, 'USD1/USDT': 0.99966, 'INJ/USDT': 6.174, 'SUI/USDT': 0.7895, 'LTC/USDT': 46.26, 'HYPE/USDT': 69.03, 'BCH/USDT': 243.1, 'ZEC/USDT': 574.47, 'GOLD(PAXG)/USDT': 4459.62, 'FIL/USDT': 0.8569, 'TAO/USDT': 217.0, 'DOT/USDT': 1.05, 'TON/USDT': 1.747, 'TRUMP/USDT': 1.819, 'BILL/USDT': 0.08481, 'NEAR/USDT': 2.4361, 'BEAT/USDT': 1.41111, 'ULTIMA/USDT': 2337.33, 'MX/USDT': 1.7518, 'GUA/USDT': 0.96, 'ONDO/USDT': 0.38282, 'ASTER/USDT': 0.6581, 'EDEN/USDT': 0.04429, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3316, 'GENIUS/USDT': 0.46652, 'RAIN/USDT': 0.0139511, 'XMR/USDT': 361.56, 'UBOX/USDT': 0.00275, 'LINK/USDT': 8.077, 'DASH/USDT': 35.42, 'SHIB/USDT': 5.012e-06, 'PLAY/USDT': 0.09529, 'AVAX/USDT': 7.829, 'PENGU/USDT': 0.00676, 'WXT/USDT': 0.016351, 'ATOM/USDT': 1.796, 'IN/USDT': 0.09949, 'TTN/USDT': 0.05001, 'ATLA/USDT': 181.3817, 'PENDLE/USDT': 1.325, 'AIXDROP/USDT': 0.00022113, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3439, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.047051, 'JGGL/USDT': 1.91, 'CAKE/USDT': 1.238, 'BOB/USDT': 0.006365}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.7544, 'top_matches': 1, 'top_strategy': 'evo_7373'}
quant-1  | ALLOCATOR BEST: strategy=evo_7373 score=0.7544 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.00387 momentum=-0.01398 one_tick=-0.01398
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00969 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00245 momentum=0.00480 one_tick=0.00087
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00354 momentum=0.00306 one_tick=0.00087
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00132 momentum=0.00136 one_tick=0.00181 signal=0.00268
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00118 momentum=0.00220 one_tick=0.00110
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00131 momentum=0.00013 one_tick=0.00000 signal=0.00207
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00186 momentum=-0.00030 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00173 momentum=-0.00041 one_tick=-0.00016
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00024 momentum=0.00170 one_tick=-0.00042
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00164 momentum=0.00129 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00197 momentum=0.00127 one_tick=0.00038
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00099 momentum=0.00115 one_tick=0.00057
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00047 momentum=0.00111 one_tick=0.00056
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00067 momentum=0.00100 one_tick=-0.00020
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00023 momentum=0.00100 one_tick=-0.00042
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00341 momentum=0.00097 one_tick=0.00049
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00138 momentum=0.00095 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00163 momentum=0.00092 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00352 momentum=0.00091 one_tick=0.00091
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00026 momentum=0.00087 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00073 momentum=0.00087 one_tick=0.00022
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00020 momentum=0.00085 one_tick=0.00007
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00089 momentum=0.00079 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00062 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00035 momentum=0.00060 one_tick=0.00040
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00285 momentum=0.00059 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00271 momentum=0.00057 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP BTC/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00035 momentum=0.00021 one_tick=-0.00026 signal=0.00057
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00136 momentum=0.00051 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00057 momentum=0.00049 one_tick=0.00024
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00124 momentum=0.00046 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00060 momentum=0.00041 one_tick=-0.00082
quant-1  | ALLOCATOR SKIP MX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00009 momentum=0.00017 one_tick=0.00000 signal=0.00026
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00023 momentum=-0.00013 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00198 momentum=0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00001 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00018 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00077 momentum=0.00000 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00224 momentum=-0.00070 one_tick=-0.00105
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00815 momentum=-0.00251 one_tick=-0.00251
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00239 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00012 momentum=-0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00035 momentum=-0.00014 one_tick=0.00001
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00090 momentum=-0.00025 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00148 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.01408 momentum=-0.00272 one_tick=-0.00543
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00267 momentum=-0.00371 one_tick=-0.00371
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00064 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00158 momentum=-0.00029 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00006 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00161 momentum=-0.00094 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-1: XMR/USDT(qs=0.0241,sig=0.0094)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.024071, 0.009377711463688154)]
