quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00023 momentum=0.00038 one_tick=0.00038
quant-1  | ORDERS: [{'symbol': 'BEAT/USDT', 'side': 'buy', 'quantity': 0.9002795724087014, 'expected_price': 1.3883, 'fill_price': 1.3883, 'confidence': 0.8859775165442975, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.0038234839091824124, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0014408124290379298, 'long_trend': 0.0, 'volatility': 0.0013298907250402856, 'momentum': 0.0023826714801444826, 'one_tick_momentum': 0.0, 'signal_strength': 0.0038234839091824124, 'price': 1.3883, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.003585216761167964, 'breakout_score': 0.003252744079907893, 'trend_quality': 0.003585216761167964, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.018831459712024788, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0650 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:03:58.614478Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0344 momentum=0.02564
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0152 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0074 momentum=0.00736
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0038 momentum=0.00238
quant-1  |   GENIUS/USDT | source=NORMAL direction=None strength=0.0033 momentum=0.00329
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63984.97, 'ETH/USDT': 1787.77, 'SOL/USDT': 70.24, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1872, 'DOGE/USDT': 0.08961, 'BNB/USDT': 605.04, 'TRIA/USDT': 0.0314, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23239, 'ADA/USDT': 0.1975, 'USD1/USDT': 0.99978, 'INJ/USDT': 6.241, 'SUI/USDT': 0.7992, 'LTC/USDT': 46.56, 'HYPE/USDT': 69.58, 'BCH/USDT': 243.7, 'ZEC/USDT': 575.46, 'GOLD(PAXG)/USDT': 4461.94, 'FIL/USDT': 0.8689, 'TAO/USDT': 219.87, 'DOT/USDT': 1.062, 'TON/USDT': 1.775, 'TRUMP/USDT': 1.843, 'BILL/USDT': 0.0848, 'NEAR/USDT': 2.4721, 'BEAT/USDT': 1.3883, 'ULTIMA/USDT': 2331.65, 'MX/USDT': 1.752, 'GUA/USDT': 0.9224, 'ONDO/USDT': 0.38629, 'ASTER/USDT': 0.6621, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3375, 'GENIUS/USDT': 0.4701, 'RAIN/USDT': 0.0140485, 'XMR/USDT': 357.31, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.161, 'DASH/USDT': 35.87, 'SHIB/USDT': 5.045e-06, 'PLAY/USDT': 0.10059, 'AVAX/USDT': 7.916, 'PENGU/USDT': 0.00687, 'WXT/USDT': 0.016442, 'ATOM/USDT': 1.815, 'IN/USDT': 0.1008, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.1712, 'PENDLE/USDT': 1.337, 'AIXDROP/USDT': 0.00022104, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3499, 'BDX/USDT': 0.07881, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9221, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006404}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63984.97, 'ETH/USDT': 1787.77, 'SOL/USDT': 70.24, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1872, 'DOGE/USDT': 0.08961, 'BNB/USDT': 605.04, 'TRIA/USDT': 0.0314, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23239, 'ADA/USDT': 0.1975, 'USD1/USDT': 0.99978, 'INJ/USDT': 6.241, 'SUI/USDT': 0.7992, 'LTC/USDT': 46.56, 'HYPE/USDT': 69.58, 'BCH/USDT': 243.7, 'ZEC/USDT': 575.46, 'GOLD(PAXG)/USDT': 4461.94, 'FIL/USDT': 0.8689, 'TAO/USDT': 219.87, 'DOT/USDT': 1.062, 'TON/USDT': 1.775, 'TRUMP/USDT': 1.843, 'BILL/USDT': 0.0848, 'NEAR/USDT': 2.4721, 'BEAT/USDT': 1.3883, 'ULTIMA/USDT': 2331.65, 'MX/USDT': 1.752, 'GUA/USDT': 0.9224, 'ONDO/USDT': 0.38629, 'ASTER/USDT': 0.6621, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3375, 'GENIUS/USDT': 0.4701, 'RAIN/USDT': 0.0140485, 'XMR/USDT': 357.31, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.161, 'DASH/USDT': 35.87, 'SHIB/USDT': 5.045e-06, 'PLAY/USDT': 0.10059, 'AVAX/USDT': 7.916, 'PENGU/USDT': 0.00687, 'WXT/USDT': 0.016442, 'ATOM/USDT': 1.815, 'IN/USDT': 0.1008, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.1712, 'PENDLE/USDT': 1.337, 'AIXDROP/USDT': 0.00022104, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3499, 'BDX/USDT': 0.07881, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9221, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006404}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.764, 'top_matches': 2, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.7640 matches=2 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.01894 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00012 momentum=0.01571 one_tick=0.00830
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.01382 momentum=0.00125 one_tick=0.00000 signal=0.01507
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00058 momentum=0.00421 one_tick=0.00000 signal=0.00479
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00297 momentum=0.00288 one_tick=0.00029
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00238 momentum=0.00207 one_tick=0.00004
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00442 momentum=0.00201 one_tick=0.00201
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00227 momentum=0.00144 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00097 momentum=0.00041 one_tick=0.00000 signal=0.00138
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00104 momentum=0.00018 one_tick=0.00014 signal=0.00122
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00376 momentum=0.00114 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00169 momentum=0.00094 one_tick=0.00094
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00265 momentum=0.00086 one_tick=0.00086
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00338 momentum=0.00084 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00058 momentum=0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00114 momentum=0.00054 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00124 momentum=0.00051 one_tick=0.00051
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00103 momentum=0.00050 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00134 momentum=0.00048 one_tick=-0.00048
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00168 momentum=0.00043 one_tick=0.00014
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00142 momentum=0.00042 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00046 momentum=0.00040 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00052 momentum=0.00039 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00026 momentum=0.00013 one_tick=0.00000 signal=0.00039
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00078 momentum=0.00036 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00052 momentum=0.00035 one_tick=0.00012
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00112 momentum=0.00030 one_tick=0.00012
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00149 momentum=0.00029 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00077 momentum=0.00021 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00176 momentum=0.00012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00012 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00159 momentum=0.00011 one_tick=-0.00011
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00010 momentum=-0.00045 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00008 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00003 momentum=-0.00009 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=0.00003 momentum=-0.00006 one_tick=0.00011
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00005 momentum=0.00003 one_tick=0.00012
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.01083 momentum=-0.00099 one_tick=0.00021
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00291 momentum=-0.00069 one_tick=-0.00069
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00251 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00202 momentum=0.00000 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00240 momentum=-0.00045 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00132 momentum=-0.00022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00298 momentum=-0.00059 one_tick=-0.00148
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00072 momentum=-0.00059 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00409 momentum=-0.00317 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00165 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.02113 momentum=-0.00709 one_tick=0.00089
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00019 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00324 momentum=-0.00149 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00083 momentum=0.00000 one_tick=-0.00031
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00090 momentum=0.00000 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'NEAR/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=GUA/USDT strategy=evo_allocator_rescue score=0.076403 signal=0.015714 breakout=0.015442 trend=-0.000119 momentum=0.015714 one_tick=0.008297 value=1.2499 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
