quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | INFO:     172.18.0.1:39120 - "GET /status HTTP/1.1" 200 OK
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63651.38, 'ETH/USDT': 1777.35, 'SOL/USDT': 69.62, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1753, 'DOGE/USDT': 0.08914, 'BNB/USDT': 601.81, 'TRIA/USDT': 0.03107, 'TRX/USDT': 0.3317, 'BSB/USDT': 0.23003, 'ADA/USDT': 0.1962, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.167, 'SUI/USDT': 0.789, 'LTC/USDT': 46.25, 'HYPE/USDT': 69.07, 'BCH/USDT': 243.1, 'ZEC/USDT': 573.47, 'GOLD(PAXG)/USDT': 4458.91, 'FIL/USDT': 0.8577, 'TAO/USDT': 216.8, 'DOT/USDT': 1.051, 'TON/USDT': 1.74, 'TRUMP/USDT': 1.822, 'BILL/USDT': 0.08524, 'NEAR/USDT': 2.4139, 'BEAT/USDT': 1.4147, 'ULTIMA/USDT': 2332.16, 'MX/USDT': 1.7511, 'GUA/USDT': 0.93534, 'ONDO/USDT': 0.38422, 'ASTER/USDT': 0.6595, 'EDEN/USDT': 0.0442, 'EUR/USDT': 1.1611, 'ETHFI/USDT': 0.3321, 'GENIUS/USDT': 0.46756, 'RAIN/USDT': 0.0139343, 'XMR/USDT': 362.91, 'UBOX/USDT': 0.00276, 'LINK/USDT': 8.105, 'DASH/USDT': 35.49, 'SHIB/USDT': 5.013e-06, 'PLAY/USDT': 0.09801, 'AVAX/USDT': 7.846, 'PENGU/USDT': 0.00681, 'WXT/USDT': 0.016341, 'ATOM/USDT': 1.797, 'IN/USDT': 0.09947, 'TTN/USDT': 0.05002, 'ATLA/USDT': 181.6448, 'PENDLE/USDT': 1.333, 'AIXDROP/USDT': 0.00022052, 'SENS/USDT': 0.00581, 'TIA/USDT': 0.3443, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.047085, 'JGGL/USDT': 1.9111, 'CAKE/USDT': 1.24, 'BOB/USDT': 0.006347}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63651.38, 'ETH/USDT': 1777.35, 'SOL/USDT': 69.62, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1753, 'DOGE/USDT': 0.08914, 'BNB/USDT': 601.81, 'TRIA/USDT': 0.03107, 'TRX/USDT': 0.3317, 'BSB/USDT': 0.23003, 'ADA/USDT': 0.1962, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.167, 'SUI/USDT': 0.789, 'LTC/USDT': 46.25, 'HYPE/USDT': 69.07, 'BCH/USDT': 243.1, 'ZEC/USDT': 573.47, 'GOLD(PAXG)/USDT': 4458.91, 'FIL/USDT': 0.8577, 'TAO/USDT': 216.8, 'DOT/USDT': 1.051, 'TON/USDT': 1.74, 'TRUMP/USDT': 1.822, 'BILL/USDT': 0.08524, 'NEAR/USDT': 2.4139, 'BEAT/USDT': 1.4147, 'ULTIMA/USDT': 2332.16, 'MX/USDT': 1.7511, 'GUA/USDT': 0.93534, 'ONDO/USDT': 0.38422, 'ASTER/USDT': 0.6595, 'EDEN/USDT': 0.0442, 'EUR/USDT': 1.1611, 'ETHFI/USDT': 0.3321, 'GENIUS/USDT': 0.46756, 'RAIN/USDT': 0.0139343, 'XMR/USDT': 362.91, 'UBOX/USDT': 0.00276, 'LINK/USDT': 8.105, 'DASH/USDT': 35.49, 'SHIB/USDT': 5.013e-06, 'PLAY/USDT': 0.09801, 'AVAX/USDT': 7.846, 'PENGU/USDT': 0.00681, 'WXT/USDT': 0.016341, 'ATOM/USDT': 1.797, 'IN/USDT': 0.09947, 'TTN/USDT': 0.05002, 'ATLA/USDT': 181.6448, 'PENDLE/USDT': 1.333, 'AIXDROP/USDT': 0.00022052, 'SENS/USDT': 0.00581, 'TIA/USDT': 0.3443, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.047085, 'JGGL/USDT': 1.9111, 'CAKE/USDT': 1.24, 'BOB/USDT': 0.006347}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8508, 'top_matches': 14, 'top_strategy': 'evo_1594'}
quant-1  | ALLOCATOR BEST: strategy=evo_1594 score=0.8508 matches=14 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=0.00451 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.02327 momentum=-0.01022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | [QUALITY_RANK] top-4: XMR/USDT(qs=0.0154,sig=0.0054), PENDLE/USDT(qs=0.0121,sig=0.0046), ONDO/USDT(qs=0.0107,sig=0.0038), PENGU/USDT(qs=0.0087,sig=0.0035)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.015363, 0.005383332153673814), ('PENDLE/USDT', 0.012057, 0.00461201409838663), ('ONDO/USDT', 0.010656, 0.003837267216647011), ('PENGU/USDT', 0.008679, 0.0035120823022936065)]
