quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=0.00156 momentum=-0.00090 one_tick=0.00023
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63592.02, 'ETH/USDT': 1774.61, 'SOL/USDT': 69.51, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1742, 'DOGE/USDT': 0.08903, 'BNB/USDT': 600.94, 'TRIA/USDT': 0.03113, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23062, 'ADA/USDT': 0.196, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.155, 'SUI/USDT': 0.7894, 'LTC/USDT': 46.22, 'HYPE/USDT': 68.51, 'BCH/USDT': 242.6, 'ZEC/USDT': 573.19, 'GOLD(PAXG)/USDT': 4456.67, 'FIL/USDT': 0.8548, 'TAO/USDT': 216.96, 'DOT/USDT': 1.049, 'TON/USDT': 1.737, 'TRUMP/USDT': 1.819, 'BILL/USDT': 0.08505, 'NEAR/USDT': 2.4199, 'BEAT/USDT': 1.41671, 'ULTIMA/USDT': 2330.14, 'MX/USDT': 1.7514, 'GUA/USDT': 0.93787, 'ONDO/USDT': 0.38353, 'ASTER/USDT': 0.6588, 'EDEN/USDT': 0.04418, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3311, 'GENIUS/USDT': 0.4675, 'RAIN/USDT': 0.0139552, 'XMR/USDT': 362.17, 'UBOX/USDT': 0.002769, 'LINK/USDT': 8.084, 'DASH/USDT': 35.44, 'SHIB/USDT': 5.012e-06, 'PLAY/USDT': 0.09769, 'AVAX/USDT': 7.84, 'PENGU/USDT': 0.006793, 'WXT/USDT': 0.016339, 'ATOM/USDT': 1.795, 'IN/USDT': 0.09972, 'TTN/USDT': 0.04999, 'ATLA/USDT': 180.6714, 'PENDLE/USDT': 1.331, 'AIXDROP/USDT': 0.00022089, 'SENS/USDT': 0.00602, 'TIA/USDT': 0.3436, 'BDX/USDT': 0.07878, '9BIT/USDT': 0.047081, 'JGGL/USDT': 1.9083, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.006351}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63592.02, 'ETH/USDT': 1774.61, 'SOL/USDT': 69.51, 'USDC/USDT': 1.00064, 'XRP/USDT': 1.1742, 'DOGE/USDT': 0.08903, 'BNB/USDT': 600.94, 'TRIA/USDT': 0.03113, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23062, 'ADA/USDT': 0.196, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.155, 'SUI/USDT': 0.7894, 'LTC/USDT': 46.22, 'HYPE/USDT': 68.51, 'BCH/USDT': 242.6, 'ZEC/USDT': 573.19, 'GOLD(PAXG)/USDT': 4456.67, 'FIL/USDT': 0.8548, 'TAO/USDT': 216.96, 'DOT/USDT': 1.049, 'TON/USDT': 1.737, 'TRUMP/USDT': 1.819, 'BILL/USDT': 0.08505, 'NEAR/USDT': 2.4199, 'BEAT/USDT': 1.41671, 'ULTIMA/USDT': 2330.14, 'MX/USDT': 1.7514, 'GUA/USDT': 0.93787, 'ONDO/USDT': 0.38353, 'ASTER/USDT': 0.6588, 'EDEN/USDT': 0.04418, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3311, 'GENIUS/USDT': 0.4675, 'RAIN/USDT': 0.0139552, 'XMR/USDT': 362.17, 'UBOX/USDT': 0.002769, 'LINK/USDT': 8.084, 'DASH/USDT': 35.44, 'SHIB/USDT': 5.012e-06, 'PLAY/USDT': 0.09769, 'AVAX/USDT': 7.84, 'PENGU/USDT': 0.006793, 'WXT/USDT': 0.016339, 'ATOM/USDT': 1.795, 'IN/USDT': 0.09972, 'TTN/USDT': 0.04999, 'ATLA/USDT': 180.6714, 'PENDLE/USDT': 1.331, 'AIXDROP/USDT': 0.00022089, 'SENS/USDT': 0.00602, 'TIA/USDT': 0.3436, 'BDX/USDT': 0.07878, '9BIT/USDT': 0.047081, 'JGGL/USDT': 1.9083, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.006351}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6752, 'top_matches': 6, 'top_strategy': 'evo_1594'}
quant-1  | ALLOCATOR BEST: strategy=evo_1594 score=0.6752 matches=6 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00350 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.01181 momentum=0.00010 one_tick=-0.00082 signal=0.01192
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00241 momentum=-0.00077 one_tick=-0.00083
quant-1  | ALLOCATOR SKIP ONDO/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00240 momentum=0.00209 one_tick=0.00000 signal=0.00449
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00177 momentum=0.00150 one_tick=-0.00075 signal=0.00327
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00243 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=0.00191 momentum=-0.00360 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00120 momentum=0.00175 one_tick=-0.00123
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00077 momentum=0.00055 one_tick=-0.00110 signal=0.00132
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=0.00000 momentum=0.00128 one_tick=0.00115
quant-1  | ALLOCATOR SKIP ASTER/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00045 momentum=0.00076 one_tick=-0.00061 signal=0.00121
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00029 momentum=0.00115 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00031 momentum=0.00104 one_tick=0.00109
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00011 momentum=0.00112 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=0.00018 momentum=-0.00006 one_tick=-0.00013
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'PENGU/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=ONDO/USDT strategy=evo_allocator_rescue score=0.021998 signal=0.004489 breakout=0.004004 trend=0.002398 momentum=0.002090 one_tick=0.000000 value=1.2498 confidence=0.924
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
