quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00129 momentum=0.00025 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'TRIA/USDT', 'side': 'buy', 'quantity': 39.7538764153944, 'expected_price': 0.03144, 'fill_price': 0.03144, 'confidence': 0.8847831944903923, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.0036036184114167646, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0010525980032534132, 'long_trend': 0.0, 'volatility': 0.0012985011340963337, 'momentum': 0.0025510204081633514, 'one_tick_momentum': 0.0006365372374286249, 'signal_strength': 0.0036036184114167646, 'price': 0.03144, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.0035076506799575856, 'breakout_score': 0.0031830253964335023, 'trend_quality': 0.0035076506799575856, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.018731932874199355, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['TRIA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0650 limit=0.0450 blocked=['TRIA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.5, 'exposure_pct': 0.065, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:00:01.745170Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0297 momentum=0.0
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0036 momentum=0.00255
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0031 momentum=0.00312
quant-1  |   ULTIMA/USDT | source=NORMAL direction=None strength=0.0014 momentum=-0.00017
quant-1  |   ONDO/USDT | source=NORMAL direction=None strength=0.0013 momentum=-0.00054
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003141 breakout=0.002189 trend_quality=0.002829 momentum=0.003117 one_tick=0.000000 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.003141 breakout=0.002189 trend_quality=0.002829 momentum=0.003117 one_tick=0.000000 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.003604 breakout=0.003183 trend_quality=0.003508 momentum=0.002551 one_tick=0.000637 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.003604 breakout=0.003183 trend_quality=0.003508 momentum=0.002551 one_tick=0.000637 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000923 breakout=0.000775 trend_quality=0.000000 momentum=0.000803 one_tick=0.000803 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000923 breakout=0.000775 trend_quality=0.000000 momentum=0.000803 one_tick=0.000803 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001397 breakout=0.001144 trend_quality=0.000000 momentum=-0.000172 one_tick=-0.000249 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001397 breakout=0.001144 trend_quality=0.000000 momentum=-0.000172 one_tick=-0.000249 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0650 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.000801 unrealized=-0.001002
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24700000 pnl=-0.001002
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.9e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64023.96, 'ETH/USDT': 1790.57, 'SOL/USDT': 70.37, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1892, 'DOGE/USDT': 0.08979, 'BNB/USDT': 605.46, 'TRIA/USDT': 0.03144, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23329, 'ADA/USDT': 0.1977, 'USD1/USDT': 0.99974, 'INJ/USDT': 6.252, 'SUI/USDT': 0.7997, 'LTC/USDT': 46.6, 'HYPE/USDT': 69.71, 'BCH/USDT': 242.9, 'ZEC/USDT': 584.6, 'GOLD(PAXG)/USDT': 4462.02, 'FIL/USDT': 0.8723, 'TAO/USDT': 220.51, 'DOT/USDT': 1.064, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08531, 'NEAR/USDT': 2.4662, 'BEAT/USDT': 1.38694, 'ULTIMA/USDT': 2331.98, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91308, 'ONDO/USDT': 0.388, 'ASTER/USDT': 0.6641, 'EDEN/USDT': 0.04495, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3391, 'GENIUS/USDT': 0.46869, 'RAIN/USDT': 0.0140564, 'XMR/USDT': 357.36, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.176, 'DASH/USDT': 36.01, 'SHIB/USDT': 5.051e-06, 'PLAY/USDT': 0.10118, 'AVAX/USDT': 7.93, 'PENGU/USDT': 0.006878, 'WXT/USDT': 0.01646, 'ATOM/USDT': 1.817, 'IN/USDT': 0.10369, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.5922, 'PENDLE/USDT': 1.344, 'AIXDROP/USDT': 0.00022078, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3511, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046909, 'JGGL/USDT': 1.9245, 'CAKE/USDT': 1.247, 'BOB/USDT': 0.006403}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64023.96, 'ETH/USDT': 1790.57, 'SOL/USDT': 70.37, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1892, 'DOGE/USDT': 0.08979, 'BNB/USDT': 605.46, 'TRIA/USDT': 0.03144, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23329, 'ADA/USDT': 0.1977, 'USD1/USDT': 0.99974, 'INJ/USDT': 6.252, 'SUI/USDT': 0.7997, 'LTC/USDT': 46.6, 'HYPE/USDT': 69.71, 'BCH/USDT': 242.9, 'ZEC/USDT': 584.6, 'GOLD(PAXG)/USDT': 4462.02, 'FIL/USDT': 0.8723, 'TAO/USDT': 220.51, 'DOT/USDT': 1.064, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08531, 'NEAR/USDT': 2.4662, 'BEAT/USDT': 1.38694, 'ULTIMA/USDT': 2331.98, 'MX/USDT': 1.7517, 'GUA/USDT': 0.91308, 'ONDO/USDT': 0.388, 'ASTER/USDT': 0.6641, 'EDEN/USDT': 0.04495, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3391, 'GENIUS/USDT': 0.46869, 'RAIN/USDT': 0.0140564, 'XMR/USDT': 357.36, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.176, 'DASH/USDT': 36.01, 'SHIB/USDT': 5.051e-06, 'PLAY/USDT': 0.10118, 'AVAX/USDT': 7.93, 'PENGU/USDT': 0.006878, 'WXT/USDT': 0.01646, 'ATOM/USDT': 1.817, 'IN/USDT': 0.10369, 'TTN/USDT': 0.05038, 'ATLA/USDT': 183.5922, 'PENDLE/USDT': 1.344, 'AIXDROP/USDT': 0.00022078, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3511, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046909, 'JGGL/USDT': 1.9245, 'CAKE/USDT': 1.247, 'BOB/USDT': 0.006403}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6361, 'top_matches': 3, 'top_strategy': 'evo_4762'}
quant-1  | ALLOCATOR BEST: strategy=evo_4762 score=0.6361 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.02659 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00231 momentum=0.00392 one_tick=0.00392
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: already_holding
quant-1  | ALLOCATOR SKIP PLAY/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00103 momentum=0.00010 one_tick=0.00000 signal=0.00113
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00191 momentum=0.00112 one_tick=0.00056
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00111 momentum=-0.00054 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00159 momentum=0.00110 one_tick=0.00055
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00085 momentum=0.00094 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00814 momentum=0.00093 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00005 momentum=0.00082 one_tick=0.00176 signal=0.00087
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00216 momentum=0.00086 one_tick=0.00086
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00142 momentum=0.00059 one_tick=0.00059
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00025 momentum=0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=0.00016 momentum=-0.00011 one_tick=0.00013
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00003 momentum=0.00011 one_tick=0.00000 signal=0.00014
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00078 momentum=0.00011 one_tick=0.00035
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00119 momentum=-0.00024 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00191 momentum=-0.00085 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00101 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00171 momentum=-0.00022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00041 momentum=-0.00012 one_tick=-0.00003
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00108 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00119 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00137 momentum=-0.00016 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00082 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00073 momentum=-0.00021 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00388 momentum=-0.00200 one_tick=-0.00014
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00152 momentum=-0.00082 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00584 momentum=-0.00015 one_tick=0.00065
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9885 cash=97.9930 exposure=1.9955 realized=-0.0112 unrealized=-0.0003 drawdown=-0.0115% regime=SIDEWAYS
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00185 momentum=-0.00057 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00191 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00141 momentum=-0.00054 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00003 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00397 momentum=-0.00276 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00274 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00243 momentum=-0.00133 one_tick=-0.00155
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00003 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00376 momentum=-0.00088 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00190 momentum=-0.00136 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00114 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00331 momentum=-0.00022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00139 momentum=-0.00024 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00205 momentum=-0.00028 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00118 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00254 momentum=-0.00073 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00105 momentum=-0.00036 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.01108 momentum=-0.00164 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00445 momentum=-0.00186 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00134 momentum=0.00000 one_tick=0.00149
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00091 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00133 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00060 momentum=-0.00026 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00114 momentum=-0.00156 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'AIXDROP/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.001135 breakout=0.000930 trend_quality=0.000000 momentum=-0.000034 one_tick=0.000137 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=-0.0154% unreal=-0.000308 peak=0.000223 age_min=0.0
quant-1  | [ALLOCATOR_RESCUE] selected symbol=TRIA/USDT strategy=evo_allocator_rescue score=0.019017 signal=0.003842 breakout=0.003262 trend=0.001291 momentum=0.002551 one_tick=0.000000 value=1.2499 confidence=0.888
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
